slug	title	ours	isbn_implies	madb_candidates	vols	isbn
inosensu-sousaku-note	イノセンス創作ノート	徳間書店スタジオジブリ事業本部	徳間書店	徳間書店スタジオジブリ事業本部	1	9784198618308
insomnia	インソムニア	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	2	9784048709170
interi-yakuza-bun-san	インテリやくざ文さん	鉄人社	ガイドワークス	鉄人社	2	9784865370133
interi-yakuza-bun-san	インテリやくざ文さん	鉄人社	ガイドワークス	鉄人社	2	9784865370805
inu-sabure	犬サブレ	創土社	ホビージャパン	創土社	1	9784798820002
inu-to-tubame	犬とつばめ	まんだらけ	まんだらけ出版部	まんだらけ	1	9784860720889
iokura-saketen-monogatari	五百蔵酒店物語	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784047250048
ippei-zenshuu	一平全集	大空社	太田出版	大空社	2	9784872361513
irasuto-sensoutte-nanda	イラスト戦争ってナンダ!?	社会思想社	主婦と生活社	社会思想社	1	9784390112581
irohadou-ayakashi-katari	いろは堂あやかし語り	ブシロードワークス	角川書店	KADOKAWA / ブシロードワークス	1	9784049211658
isekai-no-suit-to-shite-kuni-ni-manekareta-kedo-kotowatte-heishi-kara-hajimeru-koto-ni-shita	異世界の戦士として国に招かれたけど、断って兵士から始める事にした	Amazia	一二三書房	一二三書房	7	9784891996680
isshikisen-hayabusa	一式戦「隼」	学研マーケティング	学習研究社	学研マーケティング / 学研パブリッシング	1	9784056070736
itoshino-nina	いとしのニーナ	幻冬舎	幻冬舎コミックス	幻冬舎 / 幻冬舎コミックス	4	9784344809536
itsuka-tenma-no-kurousagi	いつか天魔の黒ウサギ	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	6	9784047126671
itsuka-tenma-no-oousagi	いつか天魔の大うさぎ	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	1	9784047127531
itsuka-tenma-o-kiru-hekusen	いつか天魔を斬る魔女	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041200537
itte-miyoon-yatte-miyoon	いってミヨーンやってミヨーン	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	3	9784047286986
iwana-no-ongaeshi	イワナの恩返し	コミックス	講談社	コミックス	1	9784062607421
iwayuru-hitotsu-no-choo-san-shugi	いわゆるひとつのチョーさん主義	文芸春秋	文藝春秋	文芸春秋 / 文芸春秋	1	9784163409801
ja	JA	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	8	9784041200056
jajaumanarashi	ジャジャ馬ならし	青磁ビブロス	ビブロス	青磁ビブロス	2	9784882717089
jakyou-taisen	邪教大戦	viviON	フェーズシックス		1	9784911351123
jibun-o-ikasu-ikikata-korosu-ikikata	自分を活かす生き方・殺す生き方	力富書店	ラポート	力富書店	1	9784897766058
jigoku-koisuchou	地獄恋すてふ	角川グループホールディングス	KADOKAWA	角川グループホールディングス / 角川書店	1	9784041206874
jiiteiiyuu-ikari-no-desu-yamada	GTU-怒りのDEATH山田-	小学館クリエイティブ	ワニマガジン社	小学館クリエイティブ / ヒーローズ	3	9784868050605
jiizu-under-ground	G'sあんだ～ぐらうんど	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041205679
jiji-neta	時事ネタ	文藝春秋	文芸春秋	文藝春秋	1	9784163689005
jikaku-daishi-ennin	慈覚大師円仁	京都新聞社	サンマーク出版	京都新聞社	1	9784763803498
jikan-no-arukikata	時間の歩き方	朝日新聞社	朝日新聞出版	朝日新聞出版 / 朝日新聞社	4	9784022131317
jimmy-corrigan	Jimmy Corrigan.	プレスポップ・ギャラリー	プレスポップ	Presspop.	3	9784903090085
jin-no-mori	精霊の森	主婦と生活社	宙出版	主婦と生活社 / 宙出版	1	9784391913569
jingisukan-no-jin-kun	ジンギスカンのジンくん	工房アルティスタ	トゥーヴァージンズ	工房アルティスタ	2	9784910300047
jinki-shinsetsu	JINKI-真説	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	5	9784048670548
jirou	ジロウ	青磁ビブロス	ビブロス	青磁ビブロス	1	9784882716068
jiyunan-no-shoujotachi-zoku	続・受難の少女たち	主婦と生活社	宙出版	主婦と生活社 / 宙出版	1	9784391913651
jizeru-aran	ジゼル・アラン	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	5	9784047266285
jk-to-v	JKとV	ヒーローズ	ワニマガジン社		2	9784868050964
joker-1998-3	Joker	双葉社	白泉社	白泉社 / 白泉社	1	9784592128809
joou-minako	王女ミナ子	集英社	ホーム社	集英社 / ホーム社	1	9784834280845
joukyou-monogatari-sonokoro-no-chie-san	上京物語そのころのちえさん	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	1	9784048863643
joukyou-koroshiya-musume	上京コロシヤ娘	講談社	一迅社	講談社 / 一迅社	2	9784758088732
judgement-overman-houkago-no-kessha	ジャッジメント・オーバーマン 放課後の結社	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	2	9784047128187
judo-no-rekishi	柔道の歴史	本の友社	ホビージャパン	本の友社	6	9784938429126
junai-joutou	純愛上等!	SDP	シュークリーム	SDP	2	9784910528694
jutten	JUTTEN!	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	2	9784048862875
juunishi-to-nezumi-to-hagureneko	十二支とネズミとはぐれ猫	講談社 (発売)	講談社	講談社 (発売) / 星海社	2	9784065259207
k-my	ケイ×マイ	集英社 (発売)	集英社	集英社 (発売) / 集英社クリエイティブ	2	9784420154185
cardfight-vanguard-divinez-genma-kakusei-hen	カードファイト!!ヴァンガードDivinez幻真覚醒編	KADOKAWA	角川書店	KADOKAWA / ブシロードワークス	1	9784049211412
kabuki-iza	かぶき伊左	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	4	9784047286047
kabukichou-goshimei-hairimasu	歌舞伎町ご指名♂挿入ります!	三交社 (発売)	三交社	三交社 (発売) / 英和出版社	2	9784815550752
kagaku-no-ouji-to-mahou-no-hime	科学の王子と魔法の姫	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング	3	9784048701105
kagefumi	影踏み	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	3	9784048860505
kaigo-hyakuiro	介護百色	アルタ出版	ジュネット	アルタ出版	1	9784909487063
kaigun-kougekitai	海軍攻撃隊	学研マーケティング	学習研究社	学研マーケティング / 学研パブリッシング	1	9784056070958
kaii-ika-sama-hakurantei	怪異いかさま博覧亭	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	5	9784048860574
kaijiota-ga-ukkari-naka-no-hito-to-kekkon-shita-ken	海自オタがうっかり「中の人」と結婚した件。	秀和システム	ホビージャパン	秀和システム	2	9784798043142
kaisha-o-yamete-umanushi-yarimasu	会社をやめて馬主やります!	主婦の友社	メディアワークス	主婦の友社 / はちどり	3	9784073404576
kako-o-miru-hana	過去を見る花	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス (発売)	2	9784866971537
kakugeibu	かくげいぶ!	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	2	9784047287020
kakure-itarian	かくれイタリアン	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス	2	9784866970158
kakuritsu-sousakan-mikoshiba-gakuto	確率捜査官御子柴岳人	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	3	9784041204283
kamagasaki-doyagai-manga-nikki	釜ケ崎〈ドヤ街〉まんが日記	日本機関紙出版センター	メディアファクトリー	日本機関紙出版センター	1	9784889002461
kamakura-dekofu-life	鎌倉デコフライフ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041203736
kamata-majo	蒲田魔女	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	1	9784041203026
kamen-butoukai	仮面舞踏会	マガジンエンタテイメント	三和出版	マガジンエンタテイメント	1	9784914967116
kamen-no-maid-guy	仮面のメイドガイ	角川グループパブリッシング	角川書店	角川書店	15	9784047124073
kami-no-te-o-motsu-otoko	神の手を持つ男	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784047250062
kami-sama-hotoke-sama-waratte-sukutte	神さま仏さま笑って救って	青年書館	西東社	青年書館	1	9784791803422
kami-sama-no-inai-nichiyoubi	神さまのいない日曜日	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	4	9784047127289
kamieshi-jieekee-to-ooeru-fujoshi	神絵師JKとOL腐女子	小学館クリエイティブ (発売)	小学館クリエイティブ	小学館クリエイティブ / ヒーローズ	5	9784864686518
kamigariki	神狩鬼	角川グループパブリッシング	エンターブレイン	角川グループパブリッシング / エンターブレイン	3	9784047266759
kamiigusa-animators	上井草アニメーターズ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041202524
kamisen	かみせん。	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	5	9784047126527
kamitoki-no-resist	神解きのレジスト	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	3	9784041200346
kan-coffee-no-megami	缶コーヒーの女神	小学館クリエイティブ (発売)	小学館クリエイティブ	小学館クリエイティブ (発売) / ヒーローズ	2	9784864688895
kannonjo-monogatari	観音女物語	リブロ社	アース出版局	リブロ社	2	9784795294578
kanon-shimotsuki-2007	Kanon	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	2	9784047124905
kappa-tengoku	かっぱ天国	らくだ出版	ラポート	らくだ出版	1	9784897771755
kara-chan-to-shitoo-san-to	カラちゃんとシトーさんと、	SDP	シュークリーム	SDP	2	9784910528755
karada-de-haratte-sumanai-hanashi	体で払って済まない話	三交社 (発売)	三交社	三交社 (発売) / メディアソフト	2	9784815501860
karakasa-no-saien	唐傘の才媛	メディアワークス	KADOKAWA	メディアワークス	2	9784048677110
karori-no-tsuyagoto	かろりのつやごと	集英社 (発売)	集英社	集英社 / 集英社クリエイティブ	13	9784420153959
kasei-tanken	火星探険	丸善出版事業部	KTC中央出版	丸善出版事業部 / 透土社	1	9784924828797
kataware-waltz	かたわれワルツ	而立書房	JICC出版局	而立書房	1	9784880594002
katta-katta-mata-katta-washira-no-taigaasu-gekishou-nikki	勝った!勝った!また勝った!!わしらのタイガース激勝日記	遊タイム出版	本の雑誌社	遊タイム出版	1	9784860100438
kawaii-chikubi-ni-hitomebore	かわいいちくびにひとめ惚れ	日販アイ・ピー・エス (発売)	駒草出版株式会社ダンク出版事業部	日販アイ・ピー・エス (発売) / モバイルメディアリサーチ	2	9784909699787
kawaita-watashi-o-sono-ai-de-yurashite	渇いた私をその愛で揺らして	ZITTO	リブレ	ZITTO / 星雲社	8	9784434251375
kawakudari-futago-no-oyaji	川下り双子のオヤジ	角川グループホールディングス	KADOKAWA	角川グループホールディングス / エンターブレイン	1	9784047288591
kaze-no-oukoku	風の王国	MBC21京都支局・すばる出版	中経出版	MBC21京都支局・すばる出版 / 東京経済	3	9784806406815
