slug	title	authors	edition_type	imprint	publisher	vols	std_vols	ratio	cls	v1_date	v1_cover
akashiro-tsurubami-ura-kasei-wa-sabi-de-dekite-ite-akai-noda	赤白つるばみ・裏/火星は錆でできていて赤いのだ	楠本まき	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2020-07-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0581/9784087920581.jpg?_ex=200x200
animarusou-202	あにまる荘202	森月あめ	aizoban	愛蔵版コミックス	集英社	2			通常版なし	2020-06-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0666/9784087920666.jpg?_ex=200x200
aqua-naito	水中騎士	木城ゆきと	aizoban	Young jump愛蔵版	集英社	3			通常版なし	1999-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5824/9784087825824.jpg?_ex=200x200
armored-darkness	アーマードダークネス	内山まもる	aizoban	てれびくんデラックス愛蔵版	小学館	1			通常版なし	2009-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0910/09105126.jpg?_ex=200x200
aurora-no-ginyoku	極光ノ銀翼	松田未来	aizoban	愛蔵版コミックス	ホーム社	3			通常版なし	2015-07-17	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4461/9784834284461.jpg?_ex=200x200
baudelaire-no-neko	ボードレールの猫	生藤由美	aizoban	愛蔵版コミックス	集英社	2			通常版なし	2021-06-24	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0789/9784087920789_1_2.jpg?_ex=200x200
be-my-family	ビーマイファミリー	楠木あると	aizoban	グランドジャンプ愛蔵版	集英社	1			通常版なし	2012-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4643/9784087824643.jpg?_ex=200x200
boku-no-karada-wa-tsuu-out	ぼくの体はツーアウト	よしたに	aizoban	ビジネスジャンプ愛蔵版コミックス	集英社	8			通常版なし	2011-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3813/9784087823813.jpg?_ex=200x200
boku-no-kazoku	ぼくの家族	南Q太	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2009-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2618/9784087822618.jpg?_ex=200x200
borugu	暴流愚	芦田豊雄	aizoban	愛蔵版コミックス	ホーム社	2			通常版なし	2015-06-19	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4454/9784834284454.jpg?_ex=200x200
bungaku-otoko	文学男子	いのうえさきこ	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2013-02-26	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4902/9784087824902.jpg?_ex=200x200
colorful-memories	COLORFUL MEMORIES	藤巻忠俊	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2017-03-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5135/9784087925135.jpg?_ex=200x200
drcl	#DRCL	坂本眞一	aizoban	グランドジャンプ愛蔵版コミックス	集英社	7			通常版なし	2022-02-18	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7535/9784087927535_1_3.jpg?_ex=200x200
eeai-supiikaa-to-dokushin-salaryman	AIスピーカーと独身サラリーマン	江久井	aizoban	ヤングジャンプ愛蔵版	集英社	4			通常版なし	2021-09-17	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7474/9784087927474_1_5.jpg?_ex=200x200
fudanjuku-monogatari	風男塾物語	種村有菜	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2012-02-15	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4261/9784087824261.jpg?_ex=200x200
gakuen-tengoku-1998	学園天国	唐沢なをき	aizoban	ヤングジャンプ・コミックス愛蔵版	集英社	1			通常版なし	1998-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5398/9784087825398.jpg?_ex=200x200
gantz-osaka	GANTZ/OSAKA	奥浩哉	aizoban	ヤングジャンプ愛蔵版	集英社	3			通常版なし	2010-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0878/08782343.jpg?_ex=300x300
hakaba-no-shichinin	墓場の七人	山田秋太郎	aizoban	愛蔵版コミックス	ホーム社	2			通常版なし	2017-02-18	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4652/9784834284652.jpg?_ex=200x200
haru-wa-na-nomi-no	はるはなのみの	河井英槻	aizoban	愛蔵版コミックス	集英社	3			通常版なし	2016-06-24	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0154/9784087920154.jpg?_ex=200x200
hatena-no-hana	はてなの花	河内遥	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2010-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2663/9784087822663.jpg?_ex=200x200
heart-sugar-town	Heart sugar town	桜瀬琥姫	aizoban	Young jump愛蔵版	集英社	1			通常版なし	2001-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6203/9784087826203.jpg?_ex=200x200
hi-ni-nagarete-hashi-ni-iku	日に流れて橋に行く	日高ショーコ	aizoban	愛蔵版コミックス	集英社	13			通常版なし	2017-10-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0253/9784087920253_1_2.jpg?_ex=200x200
houjou-tsukasa-tanpenshuu	北条司短編集	北条司	aizoban	SCオールマン愛蔵版	集英社	1			通常版なし	2000-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5978/9784087825978.jpg?_ex=200x200
ikuemisanchi-no-shiroi-inu	いくえみさんちの白い犬	いくえみ綾	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2012-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4667/9784087824667.jpg?_ex=200x200
inu-no-juusuya-san	犬のジュース屋さん	おおひなたごう	aizoban	Young jump comics愛蔵版	集英社	1			通常版なし	2002-02-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6715/9784087826715.jpg?_ex=200x200
itariiman-nabi	痛リーマンnavi	田中光	aizoban	グランドジャンプ愛蔵版コミックス	集英社	1			通常版なし	2017-02-17	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7214/9784087927214.jpg?_ex=200x200
itsuka-moterukana	いつかモテるかな	よしたに	aizoban	グランドジャンプ愛蔵版コミックス	集英社	4			通常版なし	2016-09-16	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7153/9784087927153.jpg?_ex=200x200
jojonium	JOJONIUM	荒木飛呂彦	aizoban	愛蔵版コミックス	集英社	17			通常版なし	2013-12-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8320/9784087828320.jpg?_ex=200x200
kamimachi	かみまち	今日マチ子	aizoban	グランドジャンプ愛蔵版コミックス	集英社	2			通常版なし	2023-08-18	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7795/9784087927795_1_8.jpg?_ex=200x200
kanata-yori	彼方より	諸星大二郎	aizoban	Young jump愛蔵版	集英社	1			通常版なし	2001-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6197/9784087826197.jpg?_ex=200x200
katsura-zuroku-ekusutendiddo-vaajon	桂図録extended version	桂正和	aizoban	YJ愛蔵版	集英社	1			通常版なし	2012-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4490/9784087824490.jpg?_ex=200x200
koubai-no-hana	光媒の花	斉藤倫	aizoban	愛蔵版コミックス	集英社	3			通常版なし	2012-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4414/9784087824414.jpg?_ex=200x200
latin	Latin	高畠エナガ	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2012-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4483/9784087824483.jpg?_ex=200x200
manko-chishin	漫古☆知新	漫☆画太郎	aizoban	ジャンプ+愛蔵版コミックス	集英社	1			通常版なし	2023-05-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6057/9784087926057_1_8.jpg?_ex=200x200
matoi-nadeshiko	マトイ・ナデシコ	神馬耶樹	aizoban	愛蔵版コミックス	ホーム社	2			通常版なし	2017-05-19	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4683/9784834284683.jpg?_ex=200x200
memorabilia	Memorabilia	八木教広	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2010-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2847/9784087822847.jpg?_ex=200x200
merry-chan-to-hitsuji	メリーちゃんと羊	竹田エリ	aizoban	ヤングジャンプ愛蔵版	集英社	6			通常版なし	2004-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0878/08782090.jpg?_ex=200x200
miai-e-goo	見合いへGO!	田辺真由美	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2008-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0878/08782186.jpg?_ex=200x200
mikaiketsu-jiken	未解決事件	中祥人	aizoban	グランドジャンプ愛蔵版	集英社	2			通常版なし	2012-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4636/9784087824636.jpg?_ex=200x200
mukashimukashi-no-kyou-no-boku	むかしむかしのきょうのぼく	林健太郎	aizoban	ヤングジャンプ愛蔵版	集英社	3			通常版なし	2011-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3998/9784087823998.jpg?_ex=200x200
mushihime	蟲姫	里見有	aizoban	愛蔵版コミックス	ホーム社	3			通常版なし	2015-06-19	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4447/9784834284447.jpg?_ex=200x200
nanji-kami-ni-nare-oni-ni-nare	汝、神になれ鬼になれ	諸星大二郎	aizoban	Young jump愛蔵版	集英社	1			通常版なし	2001-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6180/9784087826180.jpg?_ex=200x200
neko-ga-gotoku	猫が如く	澄田佑貴	aizoban	ヤングジャンプ愛蔵版コミックス	集英社	3			通常版なし	2023-10-19	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7818/9784087927818_1_7.jpg?_ex=200x200
nijiiro-atsu-chan	にじいろあっちゃん	松本ぷりっつ	aizoban	愛蔵版コミックス	集英社	3			通常版なし	2012-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4735/9784087824735.jpg?_ex=200x200
nipongo	ニポンゴ	空えぐみ	aizoban	ヤングジャンプ愛蔵版	集英社	4			通常版なし	2013-02-19	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4841/9784087824841.jpg?_ex=200x200
noche	NOCHE	星野桂	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2010-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0878/08782264.jpg?_ex=200x200
nyaaotsu-san	ニャーおっさん	コンドウアキ	aizoban	愛蔵版コミックス	集英社	2			通常版なし	2020-02-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0574/9784087920574.jpg?_ex=200x200
oji-san-ga-naze-kawaii	おじさんがなぜか可愛い。	水谷みちる	aizoban	ヤングジャンプ愛蔵版コミックス	集英社	3			通常版なし	2023-11-17	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7849/9784087927849_1_7.jpg?_ex=200x200
oku-sama-guuten-taaku	奥さまGuten Tag!	カロリン・エックハルト	aizoban	ヤングジャンプ愛蔵版	集英社	2			通常版なし	2013-10-18	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7163/9784087827163.jpg?_ex=200x200
oku-sama-wa-joshikousei	おくさまは女子高生	こばやしひよこ	aizoban	Young jump愛蔵版	集英社	13			通常版なし	2002-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6982/9784087826982.jpg?_ex=200x200
ouchou-mosaic	王朝モザイク	木原敏江	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2020-05-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0604/9784087920604.jpg?_ex=200x200
ouhi-margot	王妃マルゴ	萩尾望都	aizoban	愛蔵版コミックス	集英社	8			通常版なし	2013-01-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4834/9784087824834.jpg?_ex=200x200
panee-shutsu-san	パネェ!出産	浜田ブリトニー	aizoban	グランドジャンプ愛蔵版コミックス	集英社	1			通常版なし	2019-03-19	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7283/9784087927283.jpg?_ex=200x200
panpii-panpii	パンピーパンピー	田村カツピロ	aizoban	ヤングジャンプ・コミックス愛蔵版	集英社	3			通常版なし	1996-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5459/9784087825459.jpg?_ex=200x200
poipoi-sama	ぽいぽいさま	村上たかし	aizoban	グランドジャンプ愛蔵版コミックス	集英社	2			通常版なし	2014-09-30	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8009/9784087828009.jpg?_ex=200x200
rabuhani	らぶはに!	長谷見沙貴	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2011-04-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3783/9784087823783.jpg?_ex=200x200
rainbow-life	Rainbow life	里見満	aizoban	SCオールマン愛蔵版	集英社	2			通常版なし	2002-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6951/9784087826951.jpg?_ex=200x200
rengou-kantai-shirei-choukan-yamamoto-isoroku	聯合艦隊司令長官山本五十六	坂木原レム	aizoban	グランドジャンプ愛蔵版	集英社	2			通常版なし	2012-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4605/9784087824605.jpg?_ex=200x200
riot-of-the-world	Riot of the world	士貴智志	aizoban	Young jump愛蔵版	集英社	3			通常版なし	1998-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5770/9784087825770.jpg?_ex=200x200
ryouken-tantei	猟犬探偵	谷口ジロー	aizoban	グランドジャンプ愛蔵版	集英社	2			通常版なし	2011-12-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4001/9784087824001.jpg?_ex=200x200
saishuu-sister-yomogida	最終シスター四方木田	イラ姫	aizoban	Young jump愛蔵版	集英社	2			通常版なし	2000-08-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5992/9784087825992.jpg?_ex=200x200
sakisaka-io-irasutoreeshonzu	咲坂伊緒イラストレーションズ	咲坂伊緒	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2015-05-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0086/9784087920086.jpg?_ex=200x200
sakura-momoko-no-karubii-hitokuchi-gekijou	さくらももこのCalbeeひとくち劇場	さくらももこ	aizoban	グランドジャンプ愛蔵版コミックス	集英社	2			通常版なし	2015-12-18	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7092/9784087927092.jpg?_ex=200x200
saya	鞘	唯登詩樹	aizoban	愛蔵版コミックス	ホーム社	1			通常版なし	2018-02-19	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4775/9784834284775.jpg?_ex=200x200
secret-reverse	シークレットリバース	高橋和希	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2020-02-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5531/9784087925531.jpg?_ex=200x200
setagayaichi-furui-youkan-no-yanushi-ni-naru	世田谷イチ古い洋館の家主になる	山下和美	aizoban	グランドジャンプ愛蔵版コミックス	集英社	3			通常版なし	2021-06-18	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7443/9784087927443_1_2.jpg?_ex=200x200
seven-edge	SEVEN EDGE	やまむらはじめ	aizoban	愛蔵版コミックス	ホーム社	5			通常版なし	2016-10-19	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4614/9784834284614.jpg?_ex=200x200
shikei-shikkouchuu-datsugoku-shinkouchuu	死刑執行中脱獄進行中	荒木飛呂彦	aizoban	SCオールマン愛蔵版	集英社	1			通常版なし	1999-11-24	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0878/08782537.jpg?_ex=200x200
shin-pokkapoka	新ぽっかぽか	深見じゅん	aizoban	愛蔵版コミックス	集英社	3			通常版なし	2012-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4728/9784087824728.jpg?_ex=200x200
shirokuma-cafe-bisu	しろくまカフェbis	ヒガアロハ	aizoban	愛蔵版コミックス	集英社	4			通常版なし	2014-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8238/9784087828238.jpg?_ex=300x300
shirokuma-cafe-toudeizu-special	しろくまカフェToday's Special	ヒガアロハ	aizoban	愛蔵版コミックス	集英社	4			通常版なし	2015-11-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0116/9784087920116.jpg?_ex=200x200
snowball	スノーボール	今日マチ子	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2018-12-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0376/9784087920376.jpg?_ex=200x200
tachiagare-orc-san	たちあがれ!オークさん	影崎由那	aizoban	愛蔵版コミックス	ホーム社	4			通常版なし	2016-12-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4621/9784834284621.jpg?_ex=200x200
tange-sazen-yokoyama2009	丹下左膳	横山光輝	aizoban		講談社	1			通常版なし	2009-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8041/9784063648041.jpg?_ex=300x300
tennis-no-oji-sama-kanzenban-season-2	テニスの王子様 完全版 season 2	許斐剛	aizoban	愛蔵版コミックス	集英社	12			通常版なし	2011-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3165/9784087823165.jpg?_ex=300x300
tennis-no-oji-sama-kanzenban-season-3	テニスの王子様 完全版 season 3	許斐剛	aizoban	愛蔵版コミックス	集英社	12			通常版なし	2012-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3288/9784087823288.jpg?_ex=300x300
tenparist-babies	テンパリスト☆ベイビーズ	東村アキコ	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2009-06-24	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0878/08782239.jpg?_ex=200x200
tiga-cantik	ティガチャンティック	深谷陽	aizoban	愛蔵版コミックス	ホーム社	1			通常版なし	2016-06-17	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4591/9784834284591.jpg?_ex=200x200
tokimeki-mangadou	ときめきまんが道	池野恋	aizoban	愛蔵版コミックス	集英社	2			通常版なし	2019-07-18	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0529/9784087920529.jpg?_ex=200x200
tomodachi-ijou	友だち以上	オカザキマリ	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2012-01-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4254/9784087824254.jpg?_ex=200x200
toridori-kotori	とりどりことり	竹田エリ	aizoban	ヤングジャンプ・愛蔵版	集英社	3			通常版なし	2009-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2359/9784087822359.jpg?_ex=200x200
twindle-no-hakoniwa	ツインドルの箱庭	稚野まちこ	aizoban	ヤングジャンプコミックス愛蔵版	集英社	2			通常版なし	2016-06-17	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7160/9784087927160.jpg?_ex=200x200
watashitachi-no-shinsai-monogatari	わたしたちの震災物語	井上きみどり	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2011-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3967/9784087823967.jpg?_ex=200x200
water-2011	Water	浅田弘幸	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2011-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3820/9784087823820.jpg?_ex=200x200
yami-ni-odoru-neko	闇におどる猫	横山光輝	aizoban	横山光輝愛蔵版初期作品集	講談社	1			通常版なし	2010-01-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8058/9784063648058.jpg?_ex=200x200
