slug	title	ours	rakuten	year	isbn
yume-made-kiss	ゆめまでKiss❤	大槻メグミ	大槻恵	1995	9784253079235
yuushi-dandan	勇士ダンダン	永井豪	佐野真砂輝＆わたな / 子安武人	1995	9784344802834
yuushuntachi-no-teiseki	優駿たちの蹄跡	やまさき拓味	山崎拓味	1995	9784088753362
zettai-goukaku-akamon-kun	絶対合格アカモンくん	岩村俊哉	岩村俊也	1995	9784334802844
ai-no-akujotachi	愛の悪女たち	星合操	寺館和子 / 近藤厚子	1994	9784391905229
ai-no-meikyuu	愛の迷宮	矢萩貴子	エメラルド	1994	9784391905236
angel-baby-cupid	Angel baby cupid	なかはら★ももた	なかはら桃太	1994	9784088482934
buttobi-riechan	ぶっとび!リエちゃん 芸能界おさわがせ4コマ	上重☆さゆり	じょうさゆり	1994	9784091422217
chizu-dai-tanken	地図大探検	藤子・F・不二雄	小学館	1994	9784092965225
dakaapo	だかあぽ	川島博幸	鷹城冴貴	1994	9784420137546
dokidoki	どきどき	山崎峰水	山崎浩	1994	9784088618685
doraemon-no-kokugo-omoshiro-kouryaku-surasura-sakubun-ga-kakeru	ドラえもんの国語おもしろ攻略 すらすら作文が書ける	方倉陽二 / 鈴木伸一	若林富夫	1994	9784092531529
dragon-league	ドラゴンリーグ	川島博幸	鷹城冴貴	1994	9784088060019
eikyuu-jishaku-no-housoku	永久磁石の法則	鹿乃しうこ	初田しうこ	1994	9784906011049
enerugii-no-himitsu	エネルギーのひみつ	堀江卓 / 阿部団吉 / 西田真基	安部団吉	1994	9784052002151
exhiibition	EXHIIBITION	すえひろがり	末広雅里	1994	9784893674166
fire-emblem-4-koma-manga-gekijou	ファイアーエムブレム4コママンガ劇場	魔神ぐり子	エニックス	1994	9784870257337
foundation	ファンデーション	来留間慎一	秋恭摩	1994	9784894250222
fukuzawa-akuninjuku	福沢悪人塾	業田良家	武井海彦	1994	9784063234534
gakkou-no-kaidan-koga-1994	学校の怪談	古賀新一	谷間夢路	1994	9784253128889
gakkou-no-kowai-hanashi	学校の怖い話	猪川朱美	滝清流	1994	9784257902256
gekiga-yaohan-no-chousen	劇画ヤオハンの挑戦	江波譲二	江波じょうじ	1994	9784531062522
hanamori-no-kitsune	花守の狐	西澤暁	西沢暁	1994	9784257902188
heruzu-warrior-maou	地獄戦士魔王	苅部誠	刈部誠	1994	9784088711416
himitsu-book	ひみつブック	おーなり由子	お-なり由子	1994	9784479670056
j-1994	J	須本壮一	本そういち	1994	9784575819328
jikuu-ninja-shien	時空忍人紫炎	松本久志 / 永井豪	朔田浩美	1994	9784344802339
junjou-dear-boy	純情ディアボーイ	大槻メグミ	大槻恵	1994	9784253076395
kaijin-hyakumensou	怪人百面相	いわしげ孝	岩重孝	1994	9784091833617
karubi-ni-shite-ne	カルビにしてね!	高倉あつこ	高倉あつ子	1994	9784063234916
kisu-kara-hajimete	Kissから始めて!	きらら萌	よしかわ哲郎	1994	9784878920523
kurenai-niou-takemiya-1994	紅にほふ	竹宮惠子	竹宮恵子	1994	9784091890719
kureyon-shin-chan-gemu-book	クレヨンしんちゃんゲームブック	土門トキオ	臼井儀人 / 宮本えつよし	1994	9784575283297
lunatic-zatsugidan	ルナティック雑技団	岡田あーみん	岡田 あ〜みん	1994	9784088537214
mamotteagetai	守ってあげたい!	くじらいいく子	くじらいいくこ	1994	9784091515612
mermaid-girl-1994	マーメイドガール	あさいもとゆき	浅井裕	1994	9784592136804
mitsugo-chan	三つ子ちゃん	ニコル・ランベール	ニコル・ランベ-ル	1994	9784120022876
mother-2-giygas-no-gyakushuu-ness-no-boukenki	Mother2ギーグの逆襲・ネスの冒険記	伊藤あしゅら紅丸	伊藤紅丸	1994	9784091740519
nagori-no-yuki	名残りの雪	尾崎未来	井上洋子	1994	9784088623016
nouzui-jungle	脳髄ジャングル	新井理恵	佐藤由惟	1994	9784091341013
osaru-na-masaru-kun	おさるなまさるくん	鮪オーケストラ	長谷川 清	1994	9784091233813
platinum-jungle	プラチナジャングル	すずはら篠	篠原正美	1994	9784056007619
punch-kurenzo	パンチくれんぞ!	古沢優	吉沢優	1994	9784796296281
ramiaa-no-tsubo	羅巳婀の壺	流水凜子	流水りんこ	1994	9784253127721
rintarou-panic	りんたろうパニック!	竹宮惠子	竹宮恵子	1994	9784875199564
rockman-4-koma-daikoushin	ロックマン4コマ大行進	ありがひとし	有賀ヒトシ / 水戸いずみ	1994	9784063195132
rockman-x	ロックマンX	岩本佳浩	岩本佳治	1994	9784063217049
ruriiro-a-la-carte	瑠璃色ア・ラ・カルト	蒔野靖弘	牧野靖弘	1994	9784796243018
ryuu-no-densetsu	龍の伝説	倉科遼	司敬	1994	9784832227088
shanghai-kaijinzoku	上海丐人賊	草〔ナギ〕琢仁	草なぎ琢仁	1994	9784048524865
shokubutsu-dai-tanken	植物大探検	藤子・F・不二雄	小学館	1994	9784092965232
shuraba-ya-ranko	シュラバ★ヤ★ランコ	塩崎雄二	塩崎ユウジ	1994	9784088751900
smile-wa-zero-gold	スマイルはゼロゴールド	佐野たかよし	さのたかよし	1994	9784870255197
sorekara	それから	バラエティ・アートワークス / 富沢みどり / 夏目漱石	佐々木亮	1994	9784088751894
suhada-no-rinbu	素肌の輪舞	村祖俊一	如月次郎	1994	9784537039351
sukusuku	すくすく	コージィ❤城倉	コージィ城倉	1994	9784091515414
tachibanaya-hanjouki	橘屋繁盛記	高橋もとこ	福田素子	1994	9784592153139
tsuisekisha	追跡者	倉科遼	司敬	1994	9784537039283
tsuki-to-nosutarujiya	月とノスタルヂヤ	くもぎり太郎	一条和春	1994	9784897991269
wiseman	ワイズマン	外薗昌也	外園昌也	1994	9784063140842
yami-no-ouji-dizunii	闇の王子ディズニー	マーク・エリオット	マ-ク・エリオット / 古賀林幸	1994	9784794205766
youchien-senki-madara	幼稚園戦記まだら	よしみいく	義見依久	1994	9784073004233
yume-de-aetara-2000	夢で逢えたら	山花典之	Hanako	1994	9784088618364
yume-ha-taafu-o-kakemeguru	夢はターフを駆けめぐる	企画	光栄	1994	9784877191344
zoku-sutoppu-ryuubi-kun	続・STOP劉備くん!	白井恵理子	白井　理恵子	1994	9784049244151
aitsu-1993	あいつ	ぶしやま	飯野恵子	1993	9784091394316
ashita-no-joe-shinrigaku-gairon	「あしたのジョー」心理学概論	笠原倫 / サーフライダー21 / 編著	Super　Stringsサーフライダー	1993	9784946485053
atsui-yoru	熱い夜	花小路ゆみ	花小路小町	1993	9784253155595
boku-no-gakkou-wa-fever	ぼくの学校はフィーバー	なかはら★ももた	なかはら桃太	1993	9784088602943
comic-super-famicom-selection	COMICスーパーファミコンセレクション	上田信舟	海鳴杜	1993	9784886410672
godzilla-vs-mechagodzilla-kessenshi	ゴジラVSメカゴジラ決戦史	桑田二郎	桑田次郎	1993	9784884756895
hanamaruden	花マル伝	いわしげ孝	岩重孝	1993	9784091514615
himitsu-kessha-arufaa	秘密結社α	イダタツヒコ	井田辰彦	1993	9784063233858
houkago-ni-wa-madoushi	放課後には魔導師	くら☆りっさ	くらりっさ	1993	9784897990941
ikinari-saishuukai	いきなり最終回	コミックvow制作委員会	梶原一騎	1993	9784796605908
lonely-army	LONELY ARMY	大河原遁	大河原正敏	1993	9784088716374
manga-chikamatsu-monogatari	マンガ近松物語	とみ新蔵	臣新蔵	1993	9784582287240
maruchipeinto-de-tanoshimu-manga-no-egakikata	マルチペイントで楽しむマンガの描き方	どろんぱ	愼村　ただし	1993	9784833787505
mizutama-seikatsu	水玉生活	サライネス	サラ・イイネス	1993	9784061766747
nandemoari	なんでもあり	小池たかし	どおくまんプロ	1993	9784197830114
nuuyan	ぬーやん	コージィ❤城倉	コージィ城倉	1993	9784063233797
osaka-mamegohan	大阪豆ゴハン	サライネス	サラ・イイネス	1993	9784061766792
otome-na-program	乙女なプログラム	いとうかこ	伊藤かこ	1993	9784408431383
paraiso-road	ぱらいそロード	菅野博之	菅野博士	1993	9784198331214
pink-chan-v	ピンクちゃんV	蒔野靖弘	牧野靖弘	1993	9784886536020
richou-angyouki	李朝・暗行記	皇名月	皇なつき	1993	9784048524193
sakura-zensen-hokujouchuu	サクラ前線北上中	田山真美人	まつむらやすし	1993	9784870250420
semishigure	蝉時雨	尾崎未来	井上洋子	1993	9784088622590
shouten-akatsuki-no-fundoshi-musume	昇天!!暁のふんどし娘	イマイヒヅル	今井ひづる	1993	9784938461874
show	ショウ!	くじらいいく子	くじらいいくこ	1993	9784091831811
soccer-boy	サッカーボーイ	大武ユキ	柴田文明	1993	9784403613104
suigetsurou-dreams	翠月楼ドリームス	流水凜子	流水りんこ	1993	9784048524551
suupaaman-no-saigo	スーパーマンの最期	久世操 / アダム・カウフマン	モンキー・パンチ	1993	9784120022012
takeru-1997-2	タケル	葉月京	寺沢武一	1993	9784796242318
tokyo-batsu-tengoku	東京BATSU天国	なかはら★ももた	なかはら桃太	1993	9784088603216
tomadoi-no-shichueeshon	とまどいのシチュエーション	たむら純子	田村純子	1993	9784592126225
uchinanchu	ウチナーンチュ	仲宗根みいこ	仲曽根ミーコ	1993	9784267902574
undercover-cops	アンダーカバーコップス	氏賀Y太	古葉美一	1993	9784881990926
wahhahha-sports-news	ワッハッハスポーツニュース	やくみつる	はた山ハッチ	1993	9784832260634
yohoutsukai-saria	予報使いサリア	くら☆りっさ	くらりっさ	1993	9784894250031
ai-de-naku	愛でなく	獸木野生	伸たまき	1992	9784403612886
ano-hi-no-boku-o-sagashite	あの日の僕をさがして	小暮あゆみ / 山永明子	木暮あゆみ	1992	9784575331417
appare-kappoore	天晴れ!カッポーレ	菅野博之	菅野博士	1992	9784198321208
banei-kakeru	ばんえい駆ける	いわしげ孝	岩重孝	1992	9784091830715
bridal-express	ブライダルエクスプレス	板本こうこ	坂本こうこ	1992	9784061703803
diamond-ga-mabushikute	ダイヤモンドがまぶしくて	小泉ヤスヒロ	小泉裕洋	1992	9784088582719
godzilla-tai-mosura-kessenshi	ゴジラVSモスラ決戦史	園田光慶	吉田きみまろ / 久松文雄	1992	9784884756116
hoshi-no-kazu-dake-dakishimete	星の数だけ抱きしめて	あさいもとゆき	浅井裕	1992	9784845805617
houkago-sentai-gotakkii	放課後戦隊ゴタッキー	月島冬二	そらみみくろすけ	1992	9784063233186
jigoku-no-ie	地獄の家	王欣太	GONTA	1992	9784063140491
kagerou-nikki	蜻蛉日記	羽崎やすみ	羽崎安実	1992	9784048522991
kotoza-no-regashii	こと座のレガシー	井出智香恵	井出知香恵	1992	9784898292129
legende	レーゲンデ	厦門潤	あもい　潤	1992	9784048523714
like-father-like-son	Like father like son	尾崎未来	井上洋子	1992	9784088622293
marii-no-game	マリーの獲物	千葉きよかず	千葉潔和	1992	9784575818192
miku-chan-senpuu	未来ちゃん旋風	おおめ裕一	おおめ祐一	1992	9784088713052
mirage	MIRAGE	竹宮惠子	竹宮恵子	1992	9784120020711
mishiranu-machi-de	見知らぬ街で	野妻まゆ美	野妻まゆみ	1992	9784391904857
nyanto-alien	にゃんとエイリアン!?	函岬誉	瀬口恵子	1992	9784061763395
omoide-yorimo-setsunakute	思い出よりもせつなくて	石井まゆみ	石井真裕美	1992	9784061783485
ribbon-shinjin-mangaka-debyuusakushuu	りぼん新人まんが家デビュー作集	福米ともみ / 浅月舞 / 芳原のぞみ / 北沢薫 / 瀬戸優菜 / 掛川なると / 朝比奈ゆうや / 香村陽子 / 井上多美子 / 沢野ともこ / 槙ようこ	池野恋	1992	9784088536408
ryou-sanpaku-to-shuku-eidai	梁山伯と祝英台	皇名月	皇なつき	1992	9784048523745
sangokushi-sou-sou-den	三国志曹操伝	影丸穣也	影丸譲也	1992	9784906300877
shippuu-densetsu-hikosa	疾風伝説 彦佐	山本航暉	山本晃	1992	9784063119442
shiroi-machi-no-adoriaana	白い町のアドリアーナ	野妻まゆ美	野妻まゆみ	1992	9784391904444
spirit-jump	スピリット・ジャンプ	オウム出版広報編集部	Ａｕｍ　ｍａｔ　ｓｔｕｄｉｏ	1992	9784871420310
suruga-no-raita	駿河の雷太	塩崎雄二	塩崎ユウジ	1992	9784088750057
tennen-shiyoku-danji-burai	天然色男児BURAY	高橋和希	高橋一雅	1992	9784088710334
tenshinowakka	天使の環	ささやななえこ	ささやさなえ	1992	9784088622231
test-ni-deru-kamo-eitango	テストに出るかも英単語	上重☆さゆり	じょうさゆり	1992	9784091344717
the-drift-girl	ザ・ドリフトガール	飯島祐輔	飯島ゆうすけ	1992	9784870250215
tonton-touma	とんとん刀馬	綱渕貴仁	網渕貴仁	1992	9784063023633
tosouya-harii	塗装屋ハリィ	髙橋雄一郎	高橋雄一郎	1992	9784592135852
ushi-no-ohime-sama	うしのおひめさま	たむら純子	田村　純子	1992	9784592125877
way-tekuiruuitoru	貴人の大祭	厦門潤	あもい　潤	1992	9784049242751
wow-f1	Wow!F1	池沢早人師	池沢さとし	1992	9784088587011
yoru-no-sanctuary	夜のサンクチュアリ	野妻まゆ美	野妻まゆみ	1992	9784391904758
zokubutsuou	俗物王	ロビン西 / 鶴屋次楼	藤崎ヒトシ / 鶴屋次桜	1992	9784063283068
alice-s-book	アリス・ブック	竹宮惠子	竹宮恵子 / 増山のりえ	1991	9784106030260
biikyuu-tenshi	B級天使	イワタナオミ / 江間浩司	岩田　直巳	1991	9784048522748
bike-land	バイクランド	神塚ときお	神塚時生	1991	9784893672179
crows	クローズ	髙橋ヒロシ	高橋ヒロシ	1991	9784253054041
daijina-koto-wa-miinna-neko-ni-osowatta	大事なことはみーんな猫に教わった	スージー・ベッカー	ス-ジ-・ベッカ- / 谷川俊太郎	1991	9784870310896
faraway	ファラウェイ	倉科遼	司敬	1991	9784253132237
futatabi-no-houyou	ふたたびの抱擁	井出智香恵	井出知香恵	1991	9784803337143
gedounosho	外道の書	イダタツヒコ	井田辰彦	1991	9784061022522
hana-no-koe	花情曲	皇名月	皇なつき	1991	9784048523134
iza-tatsuma	いざ!竜馬	小山ゆう	小林よしのり	1991	9784197810123
kanojo-ga-hero	彼女がヒーロー	野妻まゆ美	野妻まゆみ	1991	9784575331288
karutteto	かるってと	山花典之	山崎花子	1991	9784088750620
kaze-no-matsurigoto	疾風のまつりごと	竹宮惠子	竹宮恵子	1991	9784091721518
kiiroi-tebukuro-ekkusu	黄色い手袋X	桑田二郎 / 大野景範 / 川内康範	桑田次郎	1991	9784775910122
kouei-manga-pack	光栄まんがパック	此路あゆみ	いまいかおる	1991	9784906300501
kurayami-de-hatsuratsu	暗闇で元気ハツラツ	岡田純子	岡田淳子	1991	9784592150510
manga-shiberiya-yokuryuu-monogatari	漫画シベリヤ抑留物語	斎藤くにお	斎藤邦雄	1991	9784769805571
mitsu-no-aji-scandal	蜜の味スキャンダル	井出智香恵	井出知香恵	1991	9784396760250
monster-dj	モンスターD・J	山下友美	山下和美	1991	9784592125662
naite-nanka-irarenai	泣いてなんかいられない	尾崎未来	井上洋子	1991	9784088622026
nansou-satomi-hakkenden	マンガ南総里見八犬伝	宮添育男	みやぞえ郁雄	1991	9784309007267
natsu-made	夏まで	尾崎未来	井上洋子	1991	9784088621807
new-onnanokotachi-club	New・おんなのこたち倶楽部	くじらいいく子	くじらいいくこ	1991	9784049280098
oh-my-konbu	OH!MYコンブ	かみやたかひろ	秋元康 / かたみやたかひろ	1991	9784063216141
pandora-no-kifujin	パンドラの貴婦人	井出智香恵	井出知香恵	1991	9784253155410
quartet	かるてっと	山花典之	山崎花子	1991	9784088750613
ran-no-mai	乱の舞	井出智香恵	井出知香恵	1991	9784803337594
rimeeku-no-utage	リメークの宴	井出智香恵	井出知香恵	1991	9784396760359
sei-naru-shinnyuu	聖なる侵入	外薗昌也	外園昌也	1991	9784592131465
submarine-707f	サブマリン707F	小澤さとる	小沢さとる	1991	9784257901303
tamaroido-choucgandamu	タマロイド超Cガンダム	神矢みのる	神谷みのる	1991	9784061766105
the-hitman	ザ・ヒットマン!	松枝尚嗣	堀井覚司	1991	9784088718514
yakushi	薬師	渡瀬のぞみ	かえんぐるま	1991	9784051056575
zappera	ざっぺら	いわしげ孝	岩重孝	1991	9784091825216
7mai-no-pootoreeto	7枚のポートレート	ホーム社	一条ゆかり	1990	9784088535227
anata-no-sukina-hana	あなたの好きな花	竹宮惠子	竹宮恵子	1990	9784048521321
ao-mata-ao	青また青	獸木野生	伸たまき	1990	9784403612398
arusu-no-tsubasa	アルスの翼	うさとさや	田中雅子	1990	9784253126892
at-lady	AT Lady!	岡野剛	のむら剛	1990	9784088710549
baubau-daijin	バウバウ大臣	藤子不二雄	藤子・Ｆ・不二雄	1990	9784124102901
casanova	カサノバ	倉科遼	司敬	1990	9784197801220
cyborg-jii-chan-g	CYBORGじいちゃんG	小畑健	土方茂	1990	9784088710518
dancing-thunder	ダンシングサンダー	千葉きよかず	千葉潔和	1990	9784091824110
dandori-kun	ダンドリくん	ねてる	泉昌之 / 久住昌之	1990	9784575931839
