分類	slug	題	版type	imprint	publisher	版の巻数	多数派	少数派	少数派ISBN
TAIL(移籍らしい)	inkya-gal-demo-ikigaritai	陰キャギャルでもイキがりたい!	None	IDコミックス	一迅社	4	97847580x3	97848251x1	9784825100138
TAIL(移籍らしい)	inoue-santa	井上三太	None	None	イースト・プレス	2	978487257x1	9784396x1	9784396770105
TAIL(移籍らしい)	inukubo-noa-to-nakayoshi-suru-made	犬窪ノアとなかよしするまで	None	ガンガンコミックスjoker	スクウェア・エニックス	4	97847575x2	9784301x2	9784301002857,9784301004653
TAIL(移籍らしい)	iris-zero	アイリス・ゼロ	None	MFコミックス	メディアファクトリー	8	97848401x5	978404x3	9784040662732,9784040685748,9784040655499
TAIL(移籍らしい)	is-infinite-stratos-sugar-honey	インフィニット・ストラトスシュガー＆ハニー	None	OVERLAP COMICS	オーバーラップ	2	9784906866x1	978486554x1	9784865540048
TAIL(移籍らしい)	isekai-kenja-no-tensei-musou	異世界賢者の転生無双	None	ガンガンコミックスup!	スクウェア・エニックス	13	97847575x11	9784301x2	9784301000884,9784301003595
TAIL(移籍らしい)	isekai-mahou-wa-okureteru	異世界魔法は遅れてる!	None	ガルドコミックス	オーバーラップ	13	978486554x8	97848240x5	9784824001207,9784824005380,9784824007483,9784824011756,9784824016621
TAIL(移籍らしい)	isekai-meikyuu-no-saishinbu-o-mezasou	異世界迷宮の最深部を目指そう	None	ガルドコミックス	オーバーラップ	8	978486554x4	97848240x4	9784824005106,9784824007766,9784824012319,9784824015792
TAIL(移籍らしい)	isekai-metaller	異世界メタラー	None	HCヒーローズコミックス	小学館クリエイティブ	4	978486468x2	978486805x2	9784868050728,9784868051435
TAIL(移籍らしい)	isekai-ni-otosareta-jouka-wa-kihon-attomaaku-comic	異世界に落とされた…浄化は基本!@COMIC	None	コロナ・コミックス	TOブックス	6	978486699x4	978486794x2	9784867942802,9784867946220
TAIL(移籍らしい)	isekai-no-binbou-nouka-ni-tensei-shita-node-renga-o-tsukutte-shiro-o-tateru-koto-ni-shima	異世界の貧乏農家に転生したので、レンガを作って城を建てることにしました	None	コロナ・コミックス	TOブックス	8	978486699x4	978486794x3 / 978486854x1	9784867940563,9784867943212,9784867946572,9784868540274
TAIL(移籍らしい)	isekai-souzou-no-susume-sumaho-app-de-wakusei-o-tsukutte-shimatta-ore-wa-kami-to-nari-sekai-o	異世界創造のすゝめ～スマホアプリで惑星を創ってしまった俺は神となり世界を巡る～@COMIC	None	コロナ・コミックス	TOブックス	3	978486699x2	978486794x1	9784867946831
TAIL(移籍らしい)	isekai-tenishita-node-cheat-o-ikashite-mahou-kenshi-yaru-kotoni-suru	異世界転移したのでチートを生かして魔法剣士やることにする	None	ガンガンコミックスup!	スクウェア・エニックス	13	97847575x12	9784301x1	9784301003700
TAIL(移籍らしい)	isekai-tensei-de-kenja-ni-natte-boukensha-seikatsu	異世界転生で賢者になって冒険者生活	None	ガンガンコミックスup!	スクウェア・エニックス	10	97847575x9	9784301x1	9784301002550
TAIL(移籍らしい)	isekai-toushou-no-maken-seisaku-gurashi	異世界刀匠の魔剣製作ぐらし	None	ガンガンコミックスonline	スクウェア・エニックス	5	97847575x3	9784301x2	9784301002239,9784301005247
TAIL(移籍らしい)	isekai-wa-tenpure-ni-michiafurete-iru-attomaaku-comic	異世界は幸せ(テンプレ)に満ち溢れている@COMIC	None	コロナ・コミックス	TOブックス	4	978486699x3	978486794x1	9784867946428
TAIL(移籍らしい)	isshou-tsuzukerarenai-shigoto	一生続けられない仕事	None	Bamboo comics	竹書房	4	97848124x2	97848019x2	9784801954076,9784801964167
TAIL(移籍らしい)	itadakitsu-shunpei	いただきっ春平!!	None	DENGEKI COMICS	メディアワークス	10	978407x8	97848402x2	9784840212656,9784840213752
TAIL(移籍らしい)	ito-okashi	いとをかし	None	Bamboo comics	竹書房	3	97848124x2	97848019x1	9784801950627
TAIL(移籍らしい)	itsu-yame	イツやめ	None	LOVE COFFRE COMICS	ブライト出版	6	978486123x4	978486787x2	9784867870723,9784867871461
TAIL(移籍らしい)	itsumo-kokoro-ni-taiyou-o-kikuni	いつも心に太陽を!	None	Bamboo comics	竹書房	2	978488475x1	97848124x1	9784812450659
TAIL(移籍らしい)	jahy-sama-wa-kujikenai	ジャヒー様はくじけない!	None	ガンガンコミックスjoker	スクウェア・エニックス	12	97847575x11	9784301x1	9784301001751
TAIL(移籍らしい)	jajaumanarashi	ジャジャ馬ならし	None	Be-boy comics	青磁ビブロス	2	978488271x1	97848352x1	9784835211343
TAIL(移籍らしい)	jangurutaitei	ジャングル大帝	None	手塚治虫初期漫画館	講談社	4	978406x2	978409x1 / 97848354x1	9784091702326,9784835453477
TAIL(移籍らしい)	janru-kaesasete-itadakimasu	ジャンル、変えさせて頂きます!	None	IDコミックス	一迅社	5	97847580x4	97848251x1	9784825101234
TAIL(移籍らしい)	jibaku-shounen-hanako-kun	地縛少年花子くん	None	G fantasy comics	スクウェア・エニックス	26	97847575x25	9784301x1	9784301006657
TAIL(移籍らしい)	jibun-no-koto-o-shujinkou-da-to-shinjite-yamanai-fumidai	自分の事を主人公だと信じてやまない踏み台が、主人公を踏み台だと勘違いして、優勝してしまうお話です	None	コロナ・コミックス	TOブックス	2	978486794x1	978486854x1	9784868540830
TAIL(移籍らしい)	jijou-o-shiranai-tenkousei-ga-guigui-kuru	事情を知らない転校生がグイグイくる。	None	ガンガンコミックスjoker	スクウェア・エニックス	24	97847575x21	9784301x3	9784301001744,9784301004004,9784301006466
TAIL(移籍らしい)	jinmu	神武	None	徳間描き下しコミック叢書	中央公論新社	5	978412x4	978419x1	9784198602512
TAIL(移籍らしい)	jinsei-wa-barairo-da	人生はバラ色だ。	None	Gust comic	海王社	2	978487724x1	97847567x1	9784756713018
TAIL(移籍らしい)	joou-denka-wa-oikari-no-youdesu	王女殿下はお怒りのようです	None	ガルドコミックス	オーバーラップ	5	978486554x3	97848240x2	9784824000958,9784824003195
TAIL(移籍らしい)	joshiryoku-koujou-katsudou-kiroku	女子力向上カツドウキロク	None	Bamboo comics	竹書房	2	97848124x1	97848019x1	9784801952560
TAIL(移籍らしい)	jotei	女帝	None	Gコミックス	日本文芸社	24	9784537x12	97848322x12	9784832227910,9784832227958,9784832228009,9784832228054,9784832228115,9784832228
TAIL(移籍らしい)	jotei-katharina	女帝エカテリーナ	None	None	講談社	5	978406x3	978412x2	9784120012785,9784120013195
TAIL(移籍らしい)	juin-no-onnakenshi-attomaaku-comic	呪印の女剣士@COMIC	None	コロナ・コミックス	TOブックス	3	978486699x2	978486794x1	9784867947937
TAIL(移籍らしい)	juu-no-ou-shin-no-sekai-saiseifuku	獣の王真の世界再征服	None	ガンガンコミックスjoker	スクウェア・エニックス	4	97847575x3	9784301x1	9784301001782
TAIL(移籍らしい)	juuoku-no-are	十億のアレ。	None	プティルコミックス	ハーパーコリンズ・ジャパン	9	9784596x8	9784302x1	9784302105403
TAIL(移籍らしい)	kaen-mazin	火閻魔人	None	Jets comics	白泉社	2	9784592x1	97848470x1	9784847038792
TAIL(移籍らしい)	kagaku-chop	カガクチョップ	None	METEOR COMICS	ほるぷ出版	6	9784593x4	978486675x2	9784866750354,9784866750859
TAIL(移籍らしい)	kagamitatari	カガミタタリ	None	HOWLコミックス	一迅社	4	97847580x2	97848251x2	9784825100770,9784825100787
TAIL(移籍らしい)	kage-kara-mamoru	陰からマモル!	None	MFコミックス	メディアファクトリー	8	97848401x6	978404x2	9784040672601,9784046811295
TAIL(移籍らしい)	kahogo-shitsuji-niwa-unzari-desu	過保護執事にはうんざりです。	None	Missy comics	宙出版	2	97847767x1	978486715x1	9784867150115
TAIL(移籍らしい)	kaiinu-to-yakuza	飼い犬とヤクザ	None	Gelato Comics	ハーパーコリンズ・ジャパン	2	9784596x1	9784302x1	9784302113590
TAIL(移籍らしい)	kaijin-nijuumensou	怪人二十面相	None	藤子不二雄Aランド	ブッキング	3	97848354x2	97848470x1	9784847068256
TAIL(移籍らしい)	kaijin-reijou	怪人麗嬢	None	ガンガンコミックスjoker	スクウェア・エニックス	15	97847575x13	9784301x2	9784301000181,9784301004028
TAIL(移籍らしい)	kaisha-to-shiseikatsu	会社と私生活	None	ガンガンコミックスpixiv	スクウェア・エニックス	5	97847575x4	9784301x1	9784301004042
TAIL(移籍らしい)	kake-kara-hajimaru-saigo-no-hatsukoi	賭けからはじまる最後の初恋	None	コミックELMO	マイクロマガジン社	2	978486716x1	97848250x1	9784825000162
TAIL(移籍らしい)	kakegurui	賭ケグルイ	None	ガンガンコミックスjoker	スクウェア・エニックス	22	97847575x19	9784301x3	9784301001249,9784301004011,9784301007715
TAIL(移籍らしい)	kaketa-tsuki-no-merusedesu-kyuuketsuki-no-kizoku-ni-tensei-shitakedo-suteraresou-nanode-dungeon-o	欠けた月のメルセデス～吸血鬼の貴族に転生したけど捨てられそうなのでダンジョンを制覇する～@COMIC	None	コロナ・コミックス	TOブックス	5	978486699x3	978486794x2	9784867942956,9784867946589
TAIL(移籍らしい)	kakko-kari-maid-kissa-mandoriru	(仮) メイド喫茶マンドリル	None	Bamboo comics	竹書房	4	97848124x3	97848019x1	9784801952096
TAIL(移籍らしい)	kakkoii-sukiyaki	かっこいいスキヤキ	None	None	青林堂	2	97847926x1	9784594x1	9784594086213
TAIL(移籍らしい)	kakukaku	赫赫	None	Edge comix	茜新社	2	978486349x1	978486820x1	9784868200031
TAIL(移籍らしい)	kamen-rider-kuuga	仮面ライダークウガ	None	HCヒーローズコミックス	小学館クリエイティブ	30	978486468x25	978486805x5	9784868050506,9784868050711,9784868050902,9784868051442,9784868051879
TAIL(移籍らしい)	kami-naki-sekai-no-kami-sama-katsudou	神無き世界のカミサマ活動	None	HCヒーローズコミックス	小学館クリエイティブ	13	978486468x9	978486805x4	9784868050278,9784868050766,9784868051381,9784868051992
TAIL(移籍らしい)	kami-sama-ga-mitenai-kara	神様が見てないから	None	ビッグガンガンコミックス	スクウェア・エニックス	3	97847575x2	9784301x1	9784301001324
TAIL(移籍らしい)	kami-sama-no-puzzle	神様のパズル	None	Flex comix	ソフトバンククリエイティブ	4	97847973x3	9784593x1	9784593857043
TAIL(移籍らしい)	kami-sama-no-tsukurikata	神さまのつくりかた。	None	ファンタジーコミックス	エニックス	14	978487025x7	97847575x7	9784757500327,9784757501508,9784757502642,9784757503748,9784757504745,9784757506
TAIL(移籍らしい)	kamigoroshi-no-maou-saijaku-shuzoku-ni-tensei-shi-shijou-saikyou-ni-naru	神殺しの魔王、最弱種族に転生し史上最強になる	None	ガンガンコミックスup!	スクウェア・エニックス	5	97847575x4	9784301x1	9784301004417
TAIL(移籍らしい)	kaminokokuin	神の刻印	None	ひゅうまんコミックシリーズ	小池書院	2	978486225x1	978488315x1	9784883154418
TAIL(移籍らしい)	kamitachi-ni-hirowareta-otoko	神達に拾われた男	None	ガンガンコミックスup!	スクウェア・エニックス	15	97847575x13	9784301x2	9784301000914,9784301005018
TAIL(移籍らしい)	kan-chan	カンちゃん	None	None	TOブックス	2	978486472x1	978487755x1	9784877556822
TAIL(移籍らしい)	kanmi-otoko	甘美男子	None	Blade comics EX	マッグガーデン	5	978486127x3	97848000x2	9784800000453,9784800001290
TAIL(移籍らしい)	kannou-shousetsuka-wa-otome-ni-sasayaku	官能小説家は乙女にささやく	None	Bamboo comics	竹書房	2	97848124x1	97848019x1	9784801967953
TAIL(移籍らしい)	kanojo-ga-kuzu-o-aisuru-wake-wa	彼女がクズを愛するワケは。	None	ガンガンコミックスpixiv	スクウェア・エニックス	4	97847575x2	9784301x2	9784301002895,9784301007173
TAIL(移籍らしい)	kanojo-no-imouto-to-kiss-o-shita	カノジョの妹とキスをした。	None	ガンガンコミックスup!	スクウェア・エニックス	3	97847575x2	9784301x1	9784301002147
TAIL(移籍らしい)	kanpeki-shitsuji-no-kawaii-himitsu	完璧執事のかわいいひみつ	None	クリエコミックス	オーバーラップ	2	978486554x1	97848240x1	9784824000774
TAIL(移籍らしい)	kappa-no-sanpei	河童の三平	None	サンコミックス	朝日ソノラマ	5	9784257x4	978406x1	9784061731455
TAIL(移籍らしい)	karamete-de-kudoite	からめ手で口説いて	None	ドラコミックス	コアマガジン	6	978486252x5	978486436x1	9784864361187
TAIL(移籍らしい)	kareinaru-shishi-no-okinimesu-mama	華麗なる獅子のお気に召すまま	None	Missy comics	宙出版	5	97847767x3	978486715x2	9784867150634,9784867150658
TAIL(移籍らしい)	karikura	カリクラ	None	ヤンマガKC	講談社	3	978406x2	978487233x1	9784872336634
TAIL(移籍らしい)	karin-no-mound	花鈴のマウンド	None	None	大垣書店	18	9784903954x17	9784911504x1	9784911504123
TAIL(移籍らしい)	kaseifu-no-etsuko-san	家政婦のエツ子さん	None	Bamboo comics	竹書房	8	97848124x7	97848019x1	9784801950290
TAIL(移籍らしい)	kasumi-den-zen	カスミ伝 〔○全〕	None	少年キャプテンコミックススペシャル	エンターブレイン	2	97847577x1	978406x1	9784063490886
TAIL(移籍らしい)	kasurihhi	かすりっひ	None	ガンガンコミックスpixiv	スクウェア・エニックス	3	97847575x2	9784301x1	9784301002871
TAIL(移籍らしい)	katabami-to-ougon	片喰と黄金	None	ヤングジャンプコミックス・ウルトラ	集英社	10	978408x6	978406x4	9784065274514,9784065294604,9784065310731,9784065326961
TAIL(移籍らしい)	katekyo	カテキョ!	None	ドラコミックス	コアマガジン	4	978486252x2	978486436x2	9784864361125,9784864363396
TAIL(移籍らしい)	kawaita-watashi-o-sono-ai-de-yurashite	渇いた私をその愛で揺らして	None	セ・キララコミックス	ZITTO	8	9784434x4	97847997x4	9784799752586,9784799752593,9784799754160,9784799761977
TAIL(移籍らしい)	kaze-no-wa-toki-no-wa-suna-no-wa	風の輪・時の和・砂の環	None	Wings comics	新書館	2	9784403x1	978404x1	9784048526012
TAIL(移籍らしい)	kaze-to-ki-no-uta	風と木の詩	None	白泉社文庫	中央公論新社	10	978412x8	9784592x2	9784592881599,9784592881605
TAIL(移籍らしい)	keep-out	Keep out!	None	None	桜桃書房	3	978487183x2	97847567x1	9784756702227
TAIL(移籍らしい)	kei-no-seishun	ケイの凄春	None	アクション・コミックス	小池書院	9	978486225x8	978488315x1	9784883153565
TAIL(移籍らしい)	keikenzumi-na-kimi-to-keiken-zero-na-ore-ga-otsukiai-suru-hanashi	経験済みなキミと、経験ゼロなオレが、お付き合いする話。	None	ガンガンコミックスonline	スクウェア・エニックス	10	97847575x8	9784301x2	9784301002789,9784301005810
TAIL(移籍らしい)	keirin-yarou	ケイリン野郎	None	Judy comics	小学館	55	978409x52	97847780x3	9784778018344,9784778018351,9784778018368
TAIL(移籍らしい)	keishichou-tokuhanka-007	警視庁特犯課007	None	いち*ラキ・コミックス	冬水社	11	978488741x7	978486423x4	9784864230087,9784864230377,9784864231459,9784864231749
TAIL(移籍らしい)	keiyaku-mitsukon	契約蜜婚	None	marmalade comics	ハーパーコリンズ・ジャパン	2	9784596x1	9784302x1	9784302104482
TAIL(移籍らしい)	keizoku-wa-maryoku-nari	継続は魔力なり	None	コロナ・コミックス	TOブックス	2	978486472x1	978486699x1	9784866990712
TAIL(移籍らしい)	kekkon-ganbou-zero-nanoni-shuuchaku-kei-onzoushi-no-houimou-kara-nigeraremasen	結婚願望ゼロなのに、執着系御曹司の包囲網から逃げられません!?	None	Lunetta Comics	ハーパーコリンズ・ジャパン	2	9784596x1	9784302x1	9784302104253
TAIL(移籍らしい)	kekkon-shiyou-rikon-zentei-de	結婚しよう。離婚前提で。	None	ガンガンコミックスonline	スクウェア・エニックス	4	97847575x3	9784301x1	9784301000594
TAIL(移籍らしい)	kekkon-tte-ii-kamoshirenai	結婚っていいかもしれない	None	幻冬舎文庫	幻冬舎	2	978487728x1	9784344x1	9784344401235
TAIL(移籍らしい)	ken-mo-hororo	けんもほろろ	None	Bamboo comics	竹書房	4	97848124x2	97848019x2	9784801953123,9784801957183
