base	verdict	src	n_pages	titles	outliers	evidence	isbn_audit	reps	rekey
compiler	subseries	MIXED	2	Compiler || コンパイラフェスタ		麻宮騎亜『Compiler』(en.wikipedia Compiler manga 1990-92本編)と『コンパイラフェスタ/COMPILER FESTA』(1995年OVA連動本、kc.kodansha 製品)は同一フランチャイズの別作品。本編とフェスタは別ページ。	same_pub	qid:Q731579|name:Compiler	SPLIT_SUBSET
konpaira-fesuta	subseries	MIXED	2	Compiler || コンパイラフェスタ		麻宮騎亜『Compiler』(en.wikipedia Compiler manga 1990-92本編)と『コンパイラフェスタ/COMPILER FESTA』(1995年OVA連動本、kc.kodansha 製品)は同一フランチャイズの別作品。本編とフェスタは別ページ。	same_pub	qid:Q731579|name:コンパイラフェスタ	SPLIT_SUBSET
soul-eater	subseries	MIXED	2	SOUL EATER || ソウルイーターノット!		大久保篤『SOUL EATER』本編とその公式スピンオフ『ソウルイーターノット!』(Amazon 4757533659、tv-tokyo 公式)。同一フランチャイズの別作。	same_pub	qid:Q757810|name:ソウルイーター|sub:完全版	SPLIT_SUBSET
soul-eater-not	subseries	MIXED	2	SOUL EATER || ソウルイーターノット!		大久保篤『SOUL EATER』本編とその公式スピンオフ『ソウルイーターノット!』(Amazon 4757533659、tv-tokyo 公式)。同一フランチャイズの別作。	same_pub	qid:Q757810|name:ソウルイーターノット!	SPLIT_SUBSET
nee-piyo-chan	merge_all	MIXED	2	ねぇ、ぴよちゃん || ねえ、ぴよちゃん		青沼貴子『ねえ、ぴよちゃん』(ja.wikipedia)。「ねぇ」(小書きぇ)⇄「ねえ」の表記揺れで同一4コマ作品、公式表記は『ねえ、ぴよちゃん』。	ISBN確認	qid:Q7677102|name:ねぇ、ぴよちゃん	
aozora-furoppii	merge_all	MIXED	2	青空ふろっぴぃ || 青空ふろっぴい		細野不二彦『青空ふろっぴぃ』(ja.wikipedia 青空ふろっぴぃ、週刊少年サンデー1985-86全6巻)。「ふろっぴぃ」⇄「ふろっぴい」の小書き表記違いで同一作品、1997年は再録版。	ISBN確認	qid:Q841020|name:青空ふろっぴぃ	
orfina-saga	merge_all	MIXED	2	Orfina SAGA || オルフィーナSAGA		天王寺きつね『オルフィーナSAGA』(kadokawa product/200506000270、bookwalker series/1004)。Orfina SAGA⇄オルフィーナSAGAのラテン⇄かな表記違いで同一作品。	ISBN確認	qid:Q9125217|name:Orfina SAGA	
osomatsusan-koushiki-anthology-comic-4-komatsusan	different_works	MIXED	2	「おそ松さん」公式アンソロジーコミック『4コ松2さん』 || 「おそ松さん」公式アンソロジーコミック『4コ松さん』		『4コ松さん』(2016、HMV 9784048994231 第1弾)と『4コ松2さん』(2017、prtimes 第2弾、172本収録)は別タイトルの第1・第2アンソロジー。題も内容も異なる別冊(続巻でなく独立した別書名)。	同社別作	qid:Q958256|name:「おそ松さん」公式アンソロジーコミック『4コ松さん』	
osomatsusan-koushiki-anthology-comic-4-komatsuusan	different_works	MIXED	2	「おそ松さん」公式アンソロジーコミック『4コ松2さん』 || 「おそ松さん」公式アンソロジーコミック『4コ松さん』		『4コ松さん』(2016、HMV 9784048994231 第1弾)と『4コ松2さん』(2017、prtimes 第2弾、172本収録)は別タイトルの第1・第2アンソロジー。題も内容も異なる別冊(続巻でなく独立した別書名)。	同社別作	qid:Q958256|name:「おそ松さん」公式アンソロジーコミック『4コ松2さん』	
cleopatra-d-c	merge_all	MIXED	2	Cleopatra D.C. || クレオパトラD.C.		新谷かおる『クレオパトラD.C.』(ja.wikipedia クレオパトラD.C.、Comic Burger 1986-91)。Cleopatra D.C.⇄クレオパトラD.C.のラテン⇄かな表記違いで同一作品(巻数差は文庫等の版違い)。	版違い疑い	qid:Q977749|name:クレオパトラD.C.	
w-juliet-2	merge_all	MIXED	2	Wジュリエット2 || WジュリエットⅡ		絵夢羅『WジュリエットII』(manga-park 316、Amazon 4592188616)。「Wジュリエット2」⇄「WジュリエットⅡ」は2⇄Ⅱの表記違いで同一続編作品(本編Wジュリエットの続編II)。	ISBN確認	qid:Q997953|name:Wジュリエット2	
kantai-collection-kancolle-comic-arakaruto-maizuru-chinjufu-hen	merge_all	year_SAME_READING	3	艦隊これくしょん-艦これ-コミックアラカルト 舞鶴鎮守府編 || 艦隊これくしょん-艦これ-コミックアラカルト 舞鶴鎮守府編 || 艦隊これくしょん-艦これ-コミックアラカルト 舞鶴鎮守府編		全3pageが角川コミックス・エース刊『艦隊これくしょん-艦これ-コミックアラカルト 舞鶴鎮守府編』(公式アンソロジー、20巻超)。「ES」=寄稿絵師、「運営鎮守府」=公式監修、空欄も同一シリーズ。KADOKAWA公式・web-ace.jp。同一作。	ISBN確認	name:「艦これ」運営鎮守府|name:艦隊これくしょん-艦これ-コミックアラカルト 舞鶴鎮守府編	
tonde-buurin	merge_all	year_SAME_READING	2	とんでぶーりん || とんでぶーりん		『とんでぶーりん』は池田多恵子作(マンガペディア/全3巻)。両page同題・同年1995、片方の著者「100パーセント」はスタジオ/レーベル誤記、空欄も同作。同一作。	ISBN確認	name:100パーセント|name:とんでぶーりん	
vampire	different_works	year_DIFF_READING	5	ヴァンパイア || ヴァンパイア || ヴァンパイア || ヴァンパイア || バンパイヤ		「バンパイヤ」25巻1968=手塚治虫の狼男漫画(tezukaosamu.net)。DECO*27(2025,ボカロ系)・高橋ユキ(2004)・他は別作者の同音異作。kanaもバンパイヤ/ヴァンパイアで相違。無関係。	ISBN確認	name:DECO*27|name:ヴァンパイアname:高橋ユキ|name:ヴァンパイアqid:Q10933287|name:ヴァンパイアqid:Q11616270|name:ヴァンパイアqid:Q193300|name:バンパイヤ	
reflex	different_works	year_SAME_READING	3	Reflex || Reflex || RefleX		飛永宏之「RefleX」(4巻2002)とKen-G/ミディ企画「Reflex」(各1987)は著者・年・綴り全て相違。同人STG RefleXは別物。偶然同音。	ISBN確認	name:Ken-G|name:Reflexname:ミディ企画|name:Reflexname:飛永宏之|name:RefleX	REKEYED
little-busters	option2	year_SAME_READING	3	リトルバスターズ! || リトルバスターズ! || リトルバスターズ!		全pageKey原作『リトルバスターズ!』のコミカライズ。Key/ZEN(End of Refrain等,作画)/空欄=別作画の複数漫画化(Amazon/cmoa)。原作共通・作画別=全版に作画家姓、無印作らない。	same_pub	name:Key|name:リトルバスターズ!name:ZEN|name:リトルバスターズ!qid:Q11669995|name:リトルバスターズ!	
pumpkin	different_works	year_SAME_READING	6	パンプキン || パンプキン || パンプキン || パンプキン || パンプキン || パンプキン		[ISBN/出版社裁定] 1986-87年レンタル劇画期「パンプキン」。L・LIME=L・ライム(同一)だがMASAO/YUMI/スタジオバトル/オーエスビー出版(スタジオ・出版社名)は別寄稿。同一誌か別々の同題本か外部確証得られず、merge不可。	ISBN確認	name:L・LIME|name:パンプキンname:L・ライム|name:パンプキンname:MASAO|name:パンプキンname:YUMI|name:パンプキンname:オーエスビー出版|name:パンプキンname:スタジオバトル|name:パンプキン	
yuki-to-sumi	different_works	year_SAME_READING	2	雪と墨 || 雪と墨		うの花みゆき『雪と墨』(7巻2023,講談社YM,2021読切→2022連載)は確認(kodansha/cmoa)。Marita(3巻2022)は別著者。同一作の確証なし=別作。	ISBN確認	name:Marita|name:雪と墨name:うの花みゆき|name:雪と墨	
garou-densetsu-2	different_works	year_DIFF_READING	2	餓狼伝説2 || 餓狼伝説2		「餓狼伝説2」game漫画化の本命は細井雄二・全4巻・ボンボン(Amazon/マンガペディア)で空欄4巻に対応。Mondo・恵(2巻1995)は別著者・別kana(ツー)。同一作確証なし=別。	ISBN確認	name:Mondo・恵|name:餓狼伝説2qid:Q11605805|name:餓狼伝説2	
gift	different_works	year_DIFF_READING	5	Gift || gift || ギフト± || ギフト || gift		「ギフト±」26巻=ナガテユカの臓器売買社会派(Wikipedia/ナタリー、題に±)。Moonstone(2006,成人ゲーム系)・一ノ瀬ゆま(2015)・他「ギフト/gift」は別作者の同音異作。無関係。	ISBN確認	name:Moonstone|name:Giftname:一ノ瀬ゆま|name:giftqid:Q11274171|name:ギフト±qid:Q11365176|name:ギフトqid:Q11428743|name:giftqid:Q6103854|name:ぎふと	
switch	partial	year_SAME_READING	4	switch || switch || スイッチ || スイッチ	スイッチ|スイッチ	naked ape『switch』(新装版7巻2013/旧13巻、Wikipedia)が本軸。一方「スイッチ」1巻2003・2巻2000は別作者の別作=outlier。本軸と古いスイッチが混在。	diff_pub	name:naked ape|name:Switchqid:Q105258892|name:switch|sub:NEW ERA!BASKETBALL COMICqid:Q11195102|name:スイッチqid:Q11517130|name:スイッチ	
moto-saikyou-no-kenshi-wa-isekai-mahou-ni-akogareru	merge_all	year_SAME_READING	2	元最強の剣士は、異世界魔法に憧れる || 元最強の剣士は、異世界魔法に憧れる		『元最強の剣士は、異世界魔法に憧れる』は作画:天乃ちはる/原作:紅月シン/キャラ原案:necömi(cmoa/comicride)。necomiとnecömiはöの有無のみで同一クレジット。同題・同作。同一作。	版違い疑い	name:necömi|name:元最強の剣士は、異世界魔法に憧れる	
eden	different_works	year_SAME_READING	5	エデン || EDEN || EDEN || エデン || エデン		遠藤浩輝『EDEN ～It's an Endless World!～』は全18巻(kodansha)。本群のNETFLIXエデン(2021アニメ)/元村人EDEN(3巻2015異世界web)/他エデンは全て別作者の同音異作。無関係。	ISBN確認	name:NETFLIX|name:エデンname:元村人|name:EDENqid:Q11405238|name:EDENqid:Q1578169|name:エデンqid:Q438368|name:エデン	
wakakusa-monogatari	different_works	year_SAME_READING	4	若草物語 || 若草物語 || 若草物語 || 若草物語		『若草物語』=オルコット原作(public domain)の独立した複数コミカライズ。nev版(学研新訳2011)/高河ゆん版/他(1985/1989/2012)は別作画・別出版社(Amazon/学研/マンガペディア)。各別作。	ISBN確認	name:nev|name:若草物語qid:Q108776608|name:若草物語qid:Q11671970|name:若草物語qid:Q438220|name:若草物語	
shinpi-no-sekai-eruhazaado	different_works	year_SAME_READING	2	神秘の世界エルハザード || 神秘の世界エルハザード		『神秘の世界エルハザード』は徳間少年キャプテン版(つぶらひでとも)とTVアニメ版コミックス(KADOKAWA)等、複数の別漫画化(kadokawa/Amazon)。OMEGA遊撃隊と月村了衛(原案)は別クレジットの別作品。同一作の確証なし=別。	ISBN確認	name:OMEGA遊撃隊|name:神秘の世界エルハザードname:月村了衛|name:神秘の世界エルハザード	
odd-taxi	merge_all	year_SAME_READING	2	オッドタクシー || オッドタクシー		cmoa/小学館/bigcomicbros: 『オッドタクシー』原作=此元和津也／P.I.C.S.、作画=肋家竹一の同一作品(ビッグコミックス、小学館)。両page=同一作の著者クレジット断片(原作名/作画名)。同一作確証あり。	版違い疑い	name:P.I.C.S.|name:オッドタクシー	
shugo-chara	merge_all	year_SAME_READING	4	しゅごキャラ! || しゅごキャラ! || しゅごキャラ! || しゅごキャラ!		全4page=同一作『しゅごキャラ!』PEACH-PIT作(講談社なかよし、全12巻+新装版6巻)。著者表記差はPeach-pit/Peach-Pit/PEACH-PIT/PEACH‐PIT(大小・ハイフン種)のみ=同一作者同一作。	ISBN確認	name:PEACH‐PIT|name:しゅごキャラ!	
yabamori-hontou-ni-atta-koko-dake-no-hanashi-kiwami	merge_all	year_SAME_READING	3	ヤバ盛!本当にあった〔○生〕ここだけの話極 || ヤバ盛!本当にあった〔○生〕ここだけの話極 || ヤバ盛!本当にあった〔○生〕ここだけの話極		『ヤバ盛!本当にあった(生)ここだけの話極』は芳文社系アンソロジー(本当にあった(生)ここだけの話 family)。Poko/あやね/おぎのじゅんこは同一アンソロ題の寄稿者複数。同一作品(アンソロジー)の著者断片。	ISBN確認	name:あやね|name:ヤバ盛!本当にあった〔○生〕ここだけの話極	
higurashi-no-nakukoro-ni-comic-anthology	merge_all	year_SAME_READING	2	ひぐらしのなく頃にコミックアンソロジー || ひぐらしのなく頃にコミックアンソロジー		題が明示的に『ひぐらしのなく頃にコミックアンソロジー』=同一アンソロジー。RikaON/あどべんちゃらは寄稿者2名で同一題・同年(2006)。同一アンソロジー作品の著者断片。	ISBN確認	name:RikaON|name:ひぐらしのなく頃にコミックアンソロジー	
genji-monogatari	different_works	year_SAME_READING	13	源氏物語 || GENJI MONOGATARI || 源氏物語 || 源氏ものがたり || 源氏物語 || 源氏物語 || 源氏物語 || 源氏物語 || 源氏物語 || 源氏物語 || 源氏物語 || 源氏物語 || 源氏物語		源氏物語(古典)を別作者が各々漫画化した無関係作群: 大和和紀『あさきゆめみし』(GENJI MONOGATARI/YAMATO WAKI,1992)、紫式部表記(12巻,1991)、Teamバンミカス(2023)、美桜せりな(2007)、柳川創造(1989)等。読み同一だが別作品=接尾辞で区別。merge不可。	ISBN確認	name:Teamバンミカス|name:源氏物語name:YAMATO WAKI|name:GENJI MONOGATARIname:紫式部|name:源氏物語name:美桜せりな|name:源氏ものがたりname:柳川創造|name:源氏物語qid:Q11272449|name:源氏物語qid:Q11273362|name:源氏物語qid:Q11453576|name:源氏物語qid:Q11583140|name:源氏物語qid:Q11615449|name:源氏物語qid:Q11653884|name:源氏物語qid:Q535183|name:源氏物語qid:Q958256|name:源氏物語	
saiyuuki	different_works	year_SAME_READING	5	西遊記 || 西幽記 || PSI遊紀 || 最遊記 || 西遊記		サイユウキ読みで衝突する別作品群: 峰倉かずや『最遊記』(26巻,1997,ZERO-SUM)、『西遊記』『西幽記』『PSI遊紀』は各々別作。題も漢字違い、無関係。接尾辞で区別。	ISBN確認	name:Teamバンミカス|name:西遊記qid:Q11270850|name:西幽記qid:Q11658794|name:PSI遊紀qid:Q445265|name:最遊記qid:Q6359803|name:西遊記	
hirari	merge_all	year_SAME_READING	2	ひらり、 || ひらり、		両page=ピュア百合アンソロジー『ひらり、』(新書館)。Tono/芥文絵は寄稿者(芥文絵はVol.9でGLコミックアワード受賞)。同一アンソロジー題の著者断片=同一作品。	ISBN確認	name:Tono|name:ひらり、	
tokyo-toyboxes	subseries	year_DIFF_READING	2	Tokyo toyboxes || 東京トイボクシーズ		同一作者うめ(Ume)だが別作品: 『東京トイボックス』(本編)と『東京トイボクシーズ』(eスポーツ選手を描く同世界の派生作、トウキョウトイボクシーズ)。Wikipedia/講談社確認。別ページ=副題区別が適切。	same_pub	name:Ume|name:Tokyo toyboxesname:うめ|name:東京トイボクシーズ	
koibana	different_works	year_SAME_READING	3	恋バナ || 恋花 || 恋華		コイバナ読みで衝突する別作品: Yoshi『恋バナ』(別冊フレンド系オムニバス、講談社)、『恋花』(2004)、『恋華』(2005)は各々別題・別作。無関係。接尾辞で区別。	ISBN確認	name:Yoshi|name:恋バナqid:Q22130770|name:恋花qid:Q8979654|name:恋華	
happy-end	different_works	year_DIFF_READING	4	ハッピーエンド || はっぴーえんど || はっぴぃヱンド。 || ハッピーエンド		ハッピーエンド読みで衝突する別作者の別作: あいかわ菜都(2003)、魚戸おさむ/大津秀一『はっぴーえんど』(終末期医療、ビッグコミックス2017)、有田イマリ『はっぴぃヱンド。』(ループサスペンス、ガンガン2017)、無著者(2002)。全て無関係。	ISBN確認	name:あいかわ菜都|name:ハッピーエンドname:大津秀一|name:はっぴーえんどname:有田イマリ|name:はっぴぃヱンド。qid:Q3101401|name:ハッピーエンド	
