idx	title	seg	cur_slug	new_slug	conf	changed	flag	note
525	テレビマガジン版・仮面ライダーV3	テレビ マガジン バン カメン ライダー V3	terebi-magajin-ban-kamen-raidaa-v3	terebi-magajin-ban-kamen-rider-v3	OK	CHANGED		OK: テレビマガジン=terebi-magajin(JP magazine name,hepburn), 版ban, 仮面ライダー=kamen-rider(ライダー=rider), V3 latin
526	仮面ライダーV3	カメン ライダー ブイスリー	kamen-raidaa-buisurii	kamen-rider-v3	OK	CHANGED		OK: 仮面ライダー=kamen-rider(ライダー rider english), V3 latin
527	マクロス7trash	マクロス 7 trash	makurosu-7-trash	macross-7-trash	OK	CHANGED		OK: マクロス=Macross(official), 7 keep, trash字面
528	マクロス7TRASH	マクロス シチ トラッシュ	makurosu-shichi-torasshu	macross-7-trash	OK	CHANGED		OK: same as 527, TRASH字面lowercase
529	アセンブラ0X	アセンブラ 0X	asenbura-0x	assembler-0x	OK	CHANGED		OK: アセンブラ=assembler(katakana english), 0X字面→0x
530	コレクター・ユイVer.2	コレクター ユイ バージョン ツー	korekutaa-yui-baajon-tsu	corrector-yui-ver-2	LOW	CHANGED		LOW: コレクター=Corrector(official En 'Corrector Yui'), ・sep, ユイ=yui, Ver.2字面→ver-2
531	彼女のカレラGT3	カノジョ ノ カレラ ジー ティー スリー	kanojo-no-karera-jii-teii-surii	kanojo-no-carrera-gt3	LOW	CHANGED		LOW: 彼女の=kanojo-no, カレラ=Carrera(Porsche), GT3 latin
532	P.M.6:00スタジオP	P.M.6:00 スタジオ P	pm600-sutajio-p	p-m-6-00-studio-p	OK	CHANGED		OK: P.M.6:00 latin run(./:→hyphen), スタジオ=studio(katakana english), P latin
533	ロックマンエグゼNEW STORIES 2023	ロックマン エグゼ ニュー ストーリーズ ニセン ニジュウサン	rokkuman-eguze-nyu-sutoriizu-nisen-niju-san	rockman-exe-new-stories-2023	OK	CHANGED		OK: ロックマンエグゼ=Rockman EXE(franchise romaji), NEW STORIES/2023 latin
534	湯けむりスナイパーpart 3	ユケムリ スナイパー part 3	yukemuri-sunaipaa-part-3	yukemuri-sniper-part-3	OK	CHANGED		OK: 湯けむり=yukemuri(hepburn), スナイパー=sniper(katakana english), part 3 latin
535	空気でも太るお年頃の私が15kg痩せるまで	クウキ デモ フトル オトシゴロ ノ ワタクシ ガ ジュウゴキログラム ヤセル マデ	kuki-demo-futoru-otoshigoro-no-watakushi-ga-jugokiroguramu-yaseru-made	kuki-demo-futoru-otoshigoro-no-watakushi-ga-15kg-yaseru-made	OK	CHANGED		OK: all hepburn(クウキ kuki long drop), 15kg字面keep
536	メジャー2nd〈TVシリーズ〉	メジャー セカンド テレビ シリーズ	mejaa-sekando-terebi-shiriizu	major-2nd-tv-series	OK	CHANGED		OK: メジャー=Major(official), 2nd latin, 〈TVシリーズ〉=tv(latin)+series(シリーズ english), brackets removed
537	タツノコ60thアンソロジー	タツノコ ロクジュッシュウネン アンソロジー	tatsunoko-rokujusshunen-ansorojii	tatsunoko-60th-anthology	OK	CHANGED		OK: タツノコ=Tatsunoko(studio coined hepburn), 60th latin, アンソロジー=anthology(katakana english)
538	機動戦士ガンダムF90	キドウ センシ ガンダム エフ キュウジュウ	kido-senshi-gandamu-efu-kyuju	kido-senshi-gundam-f90	OK	CHANGED		OK: 機動戦士=kido-senshi(hepburn,キドウ long drop), ガンダム=gundam(coined romaji), F90 latin
539	HACHI -東京23宮-	ハチ トウキョウ ニジュウサンク	hachi-tokyo-nijusanku	hachi-tokyo-23-ku	OK	CHANGED		OK: HACHI latin, 東京=tokyo, 23 keep, 宮=ku(seg ニジュウサンク), brackets removed
540	HACHI 東京23宮	ハチ トウキョウ ニジュウサンク	hachi-tokyo-nijusanku	hachi-tokyo-23-ku	OK	CHANGED		OK: same as 539
541	ダイヤのA act 2	ダイヤ ノ エー アクト ツー	daiya-no-ee-akuto-tsu	daiya-no-a-act-2	LOW	CHANGED		LOW: ダイヤ=daiya(hepburn; abbrev of diamond ambiguous), の=no, A latin, act 2 latin
542	ダイヤのA act 2外伝帝東VS鵜久森	ダイヤ ノ エー アクト ツー ガイデン テイトウ バーサス ウグモリ	daiya-no-ee-akuto-tsu-gaiden-teito-baasasu-ugumori	daiya-no-a-act-2-gaiden-teito-vs-ugumori	LOW	CHANGED		LOW: daiya-no-a act-2, 外伝gaiden, 帝東teito, VS=vs, 鵜久森ugumori
543	GET THE GOAL 4v4嵐	Get the goal 4 v 4 アラシ	get-the-goal-4-v-4-arashi	get-the-goal-4v4-arashi	OK	CHANGED		OK: GET THE GOAL 4v4 latin run字面, 嵐=arashi(hepburn)
544	SDガンダムGジェネレーション・エフ 4コマKINGS	SD ガンダム ジー ジェネレーション エフ 4コマ kings	sd-gandamu-jii-jienereeshon-efu-4koma-kings	sd-gundam-g-generation-f-4-koma-kings	OK	CHANGED		OK: SD/G latin, ガンダム=gundam, ジェネレーション=generation(english), エフ=f(letter F), 4-koma, KINGS=kings
545	仮面ライダーV3/X 1973-74	カメン ライダー ブイ スリー エックス センキュウヒャクナナジュウサン ナナジュウヨン	kamen-raidaa-bui-surii-ekkusu-senkyuhyakunanaju-san-nanajuyon	kamen-rider-v3-x-1973-74	OK	CHANGED		OK: 仮面ライダー=kamen-rider, V3/X→v3-x(slash→hyphen), 1973-74 latin
546	2DK、Gペン、アフタータイム。	2DK 、 Gペン 、 アフタータイム 。	2dk-gpen-afutaataimu	2dk-g-pen-after-time	LOW	CHANGED		LOW: 手動 2DK字面+Gペン=g-pen+アフタータイム=after-time(、。除去)
547	2DK、Gペン、目覚まし時計。	2DK Gペン メザマシドケイ	2dk-gpen-mezamashidokei	2dk-gpen-mezamashidokei	OK			OK: latin 2DK/G->2dk/g, ペン->pen, 目覚まし時計->mezamashidokei
548	LIAR GAME 第1章	ライアー ゲーム	raiaa-geemu	liar-game-dai-1-sho	OK	CHANGED		OK: latin LIAR GAME->liar-game, 第1章 daiisshou keep num->dai-1-sho
549	ウルトラマンstory 0	ウルトラマン story 0	urutoraman-story-0	urutoraman-story-0	OK			OK: ウルトラマン->urutoraman(coinage hepburn), latin story 0->story-0
550	ウルトラマンSTORY 0	ウルトラマン story 0	urutoraman-story-0	urutoraman-story-0	OK			OK: same as 549, latin STORY->story
551	うみねこのなく頃に散episode 6	ウミネコ ノ ナク コロ ニ チル episode 6	umineko-no-naku-koro-ni-chiru-episode-6	umineko-no-naku-koro-ni-chiru-episode-6	OK			OK: JP umineko-no-naku-koro-ni-chiru(散=chiru), latin episode 6
552	パラノマサイトfile 25霊感少女・黒鈴ミヲの邂逅	パラノマサイト ファイル ニジュウゴ レイカン ショウジョ クロスズ ミヲ ノ カイコウ	paranomasaito-fairu-nijugo-reikan-shojo-kurosuzu-miwo-no-kaiko	paranomasaito-file-25-reikan-shojo-kurosuzu-miwo-no-kaiko	OK	CHANGED		OK: latin file 25, 霊感少女reikan-shojo, 黒鈴ミヲkurosuzu-miwo(ヲ=wo), の=no, 邂逅kaiko
553	うみねこのなく頃に episode 1	ウミネコ ノ ナク コロ ニ	umineko-no-naku-koro-ni	umineko-no-naku-koro-ni-episode-1	OK	CHANGED		OK: JP umineko-no-naku-koro-ni, latin episode 1
554	うみねこのなく頃にepisode 3	ウミネコ ノ ナク コロ ニ episode 3	umineko-no-naku-koro-ni-episode-3	umineko-no-naku-koro-ni-episode-3	OK			OK: latin episode 3
555	うみねこのなく頃に散 Episode8	ウミネコ ノ ナク コロニ チル エピソード エイト	umineko-no-naku-koroni-chiru-episodo-eito	umineko-no-naku-koro-ni-chiru-episode-8	OK	CHANGED		OK: 散=chiru, latin Episode8->episode-8
556	Honey＾2スキップ!	HONEY2 スキップ	honey2-sukippu	honey2-skip	OK	CHANGED		OK: latin Honey^2->honey2(superscript removed), スキップ=skip(katakana eng)
557	AM8:00君が好き。	AM 8:00 キミ ガ スキ	am-800-kimi-ga-suki	am-8-00-kimi-ga-suki	OK	CHANGED		OK: latin AM 8:00->am-8-00, 君が好きkimi-ga-suki
558	うみねこのなく頃にepisode 2	ウミネコ ノ ナク コロ ニ episode 2	umineko-no-naku-koro-ni-episode-2	umineko-no-naku-koro-ni-episode-2	OK			OK: latin episode 2
559	花冠の竜の国2nd	ハナカンムリ ノ リュウ ノ クニ セカンド	hanakanmuri-no-ryu-no-kuni-sekando	hanakanmuri-no-ryu-no-kuni-2nd	OK	CHANGED		OK: 花冠の竜の国hanakanmuri-no-ryu-no-kuni, latin 2nd keep
560	Fate/Grand Order-Epic of Remnant-亜種特異点1悪性隔絶魔境新宿 新宿幻霊事件	フェイト グランド オーダー エピック オブ レムナント アシュ トクイテン イチ アクセイ カクゼツ マキョウ シンジュク シンジュク ゲンレイ ジケン	feito-gurando-odaa-epikku-obu-remunanto-ashu-tokuiten-ichi-akusei-kakuzetsu-makyo-shinjuku-shinjuku-genrei-jiken	fate-grand-order-epic-of-remnant-ashu-tokuiten-1-akusei-kakuzetsu-makyo-shinjuku-shinjuku-genrei-jiken	OK	CHANGED		OK: latin Fate/Grand Order + Epic of Remnant, JP ashu-tokuiten 1 akusei-kakuzetsu-makyo shinjuku shinjuku-genrei-jiken
561	ナンバMG5	ナンバ MG5	nanba-mg5	nanba-mg5	OK			OK: ナンバ->nanba(name hepburn), latin MG5->mg5
562	大怪盗ムサシ:no.1	ダイカイトウ ムサシ ナンバー 1	daikaito-musashi-nanbaa-1	daikaito-musashi-no-1	OK	CHANGED		OK: 大怪盗daikaito ムサシmusashi, latin no.1->no-1
563	ドラえもん「のび太の恐竜2006DS」	ドラエモン ノビタ ノ キョウリュウ 2006 DS	doraemon-nobita-no-kyoryu-2006-ds	doraemon-nobita-no-kyoryu-2006ds	OK	CHANGED		OK: ドラえもんdoraemon のび太の恐竜nobita-no-kyoryu, latin 2006DS->2006ds
564	メイクアップスペシャルNo.1	メイクアップ スペシャル ナンバー ワン	meikuappu-supesharu-nanbaa-wan	makeup-special-no-1	OK	CHANGED		OK: メイクアップ=makeup スペシャル=special(katakana eng), latin No.1->no-1
565	思いっきり100P	オモイッキリ ヒャク ピー	omoikkiri-hyaku-pii	omoikkiri-100p	OK	CHANGED		OK: 思いっきりomoikkiri(促音kk), latin 100P->100p
566	魔法少女リリカルなのは The 1st	マホウ ショウジョ リリカル ナノハ ザ ファースト	maho-shojo-ririkaru-nanoha-za-faasuto	maho-shojo-lyrical-nanoha-the-1st	OK	CHANGED		OK: 魔法少女maho-shojo リリカル=lyrical(official) なのはnanoha, latin The 1st->the-1st
567	魔法少女リリカルなのはThe 1st	マホウ ショウジョ リリカル ナノハ ザ ファースト	maho-shojo-ririkaru-nanoha-za-faasuto	maho-shojo-lyrical-nanoha-the-1st	OK	CHANGED		OK: same as 566
568	おそ松さん公式アンソロジーコミック F6	オソマツサン コウシキ アンソロジー コミック エフシックス	osomatsu-san-koshiki-ansorojii-komikku-efushikkusu	osomatsu-san-koshiki-anthology-comic-f6	OK	CHANGED		OK: おそ松さんosomatsu-san 公式koshiki アンソロジー=anthology コミック=comic, latin F6->f6
569	メチャクチャNO.1	メチャクチャ ナンバー1	mechakucha-nanbaa1	mechakucha-no-1	OK	CHANGED		OK: メチャクチャmechakucha, latin NO.1->no-1
570	続メチャクチャNO.1	ゾク メチャクチャ ナンバー ワン	zoku-mechakucha-nanbaa-wan	zoku-mechakucha-no-1	OK	CHANGED		OK: 続zoku メチャクチャmechakucha, latin NO.1->no-1
571	天才バカボン誕生40周年記念 天才バカボンTHE BEST	テンサイ バカボン the best	tensai-bakabon-the-best	tensai-bakabon-the-best	OK			OK: prefix dropped(seg covers only), 天才バカボンtensai-bakabon, latin THE BEST->the-best
572	母ちゃんNO.1	カアチャン ナンバー ワン	kaa-chan-nanbaa-wan	kaa-chan-no-1	OK	CHANGED		OK: 母ちゃんkaa-chan, latin NO.1->no-1
573	母ちゃんNO.1 1994	カアチャン ナンバー ワン センキュウヒャクキュウジュウヨ	kaa-chan-nanbaa-wan-senkyuhyakukyujuyo	kaa-chan-no-1-1994	OK	CHANGED		OK: 母ちゃんkaa-chan no-1, latin year 1994
574	100Mジャンパー	100 メートル ジャンパー	100-meetoru-janpaa	100m-jumper	OK	CHANGED		OK: latin 100M->100m, ジャンパー=jumper(katakana eng)
575	キャプテン翼 GOLDEN-23	キャプテン ツバサ GOLDEN-23	kyaputen-tsubasa-golden23	captain-tsubasa-golden-23	OK	CHANGED		OK: キャプテン=captain(official) 翼tsubasa, latin GOLDEN-23->golden-23
576	キャプテン翼 ROAD TO 2002	キャプテン ツバサ ROAD TO 2002	kyaputen-tsubasa-road-to-2002	captain-tsubasa-road-to-2002	OK	CHANGED		OK: captain-tsubasa, latin ROAD TO 2002->road-to-2002
577	遊人3D comic	ユウジン スリー ディー コミック	yujin-surii-dii-komikku	yujin-3d-comic	OK	CHANGED		OK: 遊人yujin(author hepburn), latin 3D comic->3d-comic
578	Bloody Monday season 2 絶望ノ匣	ブラッディ マンデー シーズン ツー ゼツボウ ノ ハコ	buraddei-mandee-shiizun-tsu-zetsubo-no-hako	bloody-monday-season-2-zetsubo-no-hako	OK	CHANGED		OK: latin Bloody Monday season 2, 絶望ノ匣zetsubo-no-hako(ノ=no)
579	ブラッディ・マンディ Season2	ブラッディ マンデー シーズン ツー	buraddei-mandee-shiizun-tsu	bloody-monday-season-2	OK	CHANGED		OK: ブラッディ・マンディ=bloody-monday(katakana eng official), latin Season2->season-2
580	金田一少年の事件簿30th	キンダイチ ショウネン ノ ジケンボ サーティース	kindaichi-shonen-no-jikenbo-saateiisu	kindaichi-shonen-no-jikenbo-30th	OK	CHANGED		OK: 金田一少年の事件簿kindaichi-shonen-no-jikenbo, latin 30th keep
581	トラブル3ちゃンゴルフSOS	トラブル 3チャン ゴルフ SOS	toraburu-3-chan-gorufu-sos	trouble-3-chan-golf-sos	OK	CHANGED		OK: トラブル=trouble 3-chan ゴルフ=golf(katakana eng), latin SOS->sos
582	刀剣乱舞-ONLINE-アンソロジーコミック4コマらんぶっぷちらんぶっ	トウケン ランブ オンライン アンソロジー コミック ヨンコマ ランブッ プチ ランブッ	token-ranbu-onrain-ansorojii-komikku-yonkoma-ranbutsu-puchi-ranbutsu	token-ranbu-online-anthology-comic-4-koma-ranbu-puchi-ranbu	OK	CHANGED		OK: 刀剣乱舞token-ranbu, latin -ONLINE-, アンソロジー=anthology コミック=comic, 4-koma, らんぶっぷちらんぶっranbu-puchi-ranbu
583	7's-セブンズ-	セブンズ	sebunzu	7s	OK	CHANGED		OK: latin 7's->7s; セブンズ is furigana gloss=sevens, use latin face
584	美少女戦士04R1	ビショウジョ センシ ゼロフォーアールワン	bishojo-senshi-zerofoaaruwan	bishojo-senshi-04r1	OK	CHANGED		OK: 美少女戦士bishojo-senshi, latin 04R1->04r1
585	シリーズ1/1000sec.	シリーズ センブンノイチ SEC	shiriizu-senbunnoichi-sec	series-1-1000sec	OK	CHANGED		OK: シリーズ=series(katakana eng), latin 1/1000sec.->1-1000sec
586	Wジュリエット2	ダブル ジュリエット ツー	daburu-jurietto-tsu	w-juliet-2	OK	CHANGED		OK: latin W->w, ジュリエット=juliet(official W Juliet), num 2 keep
587	新機動戦記ガンダムW0.5PREVENTER-7	シン キドウ センキ ガンダム ウィング ゼロ ゴ プリベンター セブン	shin-kido-senki-gandamu-uingu-zero-go-puribentaa-sebun	shin-kido-senki-gandamu-w-0-5-preventer-7	OK	CHANGED		OK: 新機動戦記shin-kido-senki ガンダムgandamu(coinage hepburn), latin W 0.5 PREVENTER-7->w-0-5-preventer-7
